gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.0,"0.4786960780620575,0.6264439225196838,-1.4059753539186204e-07","0.458345502614975,0.6060953140258789,0.0016173971816897392","0.4458894729614258,0.5779644250869751,0.001194086275063455","0.4431212544441223,0.5475711822509766,0.00024332864268217236","0.4474382698535919,0.5285468697547913,0.00014418180217035115","0.4532417058944702,0.541400134563446,0.0016338374698534608","0.4567544460296631,0.5245580673217773,0.0007942034862935543","0.45836928486824036,0.5388201475143433,-0.0002564856258686632","0.4581739902496338,0.5532708764076233,-0.0009104585624299943","0.4664345383644104,0.5396185517311096,-0.0004927924601361156","0.46874427795410156,0.529367208480835,0.001574909663759172","0.46940913796424866,0.5425357818603516,0.002249706070870161","0.469016969203949,0.55631023645401,0.001906594610773027","0.4794972538948059,0.5435872673988342,-0.0024772852193564177","0.47992822527885437,0.5376183390617371,-0.0007466744864359498","0.4798903167247772,0.5491482019424438,0.0016027340898290277","0.479125440120697,0.562580406665802,0.0023544090799987316","0.4914908707141876,0.5510809421539307,-0.004474101588129997","0.4902588427066803,0.5479746460914612,-0.0024389689788222313","0.4891655743122101,0.5591540336608887,0.0009446734911762178","0.48830220103263855,0.5701470971107483,0.00337802292779088"
0.0,"0.47861549258232117,0.624585747718811,-1.415040742358542e-07","0.45899879932403564,0.6041244864463806,0.0005463684210553765","0.4473389983177185,0.5758222937583923,-0.0007078884518705308","0.4454500377178192,0.5465200543403625,-0.002342087449505925","0.4497358202934265,0.5277028679847717,-0.0031847464852035046","0.4541085362434387,0.5398797988891602,-0.0009346253937110305","0.4589754045009613,0.5225028991699219,-0.003219387959688902","0.4602709710597992,0.5364770293235779,-0.0053498828783631325","0.4593554437160492,0.5499494671821594,-0.006815291941165924","0.46750688552856445,0.5386976599693298,-0.003072144230827689","0.4708390235900879,0.529083251953125,-0.0025406894274055958","0.47118160128593445,0.5426620841026306,-0.002303600311279297","0.4701343774795532,0.5560292601585388,-0.0029113979544490576","0.48056313395500183,0.5430329442024231,-0.005132311023771763","0.48187872767448425,0.5370848774909973,-0.004584795329719782","0.48154115676879883,0.5487704277038574,-0.0020584368612617254","0.48007485270500183,0.5616681575775146,-0.0011411275481805205","0.49245524406433105,0.5509032607078552,-0.007300565019249916","0.49188268184661865,0.5476787090301514,-0.006452710833400488","0.4905846118927002,0.5587684512138367,-0.003163426648825407","0.489003986120224,0.5692092776298523,-0.0006887107156217098"
0.0,"0.47714963555336,0.6236006617546082,-1.3070931004222075e-07","0.46013525128364563,0.6044721603393555,0.0018602318596094847","0.45027703046798706,0.5782109498977661,0.0010686720488592982","0.4475122392177582,0.5540227890014648,-0.0004726792685687542","0.44777631759643555,0.5370481014251709,-0.00119679921772331","0.45201438665390015,0.5410780906677246,8.100238483166322e-05","0.45935648679733276,0.5220651030540466,-0.0031140611972659826","0.46338385343551636,0.5345681309700012,-0.005610745865851641","0.4624388813972473,0.5480035543441772,-0.007046443410217762","0.46374592185020447,0.5375545620918274,-0.003112462116405368","0.4710490107536316,0.5267276763916016,-0.0033892004285007715","0.473283052444458,0.5402111411094666,-0.0034321004059165716","0.471237450838089,0.5528345108032227,-0.004002179950475693","0.4764605164527893,0.5401772260665894,-0.0063081649132072926","0.48211658000946045,0.5347604751586914,-0.006328809540718794","0.48325681686401367,0.5476897954940796,-0.004003868903964758","0.4809512495994568,0.5600520372390747,-0.003124839859083295","0.48894500732421875,0.5478714108467102,-0.009601883590221405","0.4929833710193634,0.5463889241218567,-0.009138825349509716","0.49255266785621643,0.5586549639701843,-0.006224339362233877","0.4899159371852875,0.5694416165351868,-0.003971715457737446"
0.0,"0.47564399242401123,0.6203678846359253,-1.0883682932671945e-07","0.45923739671707153,0.5989573001861572,0.0010273820953443646","0.45089951157569885,0.5755987763404846,-0.0009078937582671642","0.4513227641582489,0.5544123649597168,-0.0034969698172062635","0.4548281729221344,0.5404587388038635,-0.0052535394206643105","0.45049092173576355,0.539239764213562,-0.0023809552658349276","0.4610650837421417,0.5202909111976624,-0.006440586876124144","0.4660065174102783,0.5328384637832642,-0.009144972078502178","0.4646587073802948,0.5464483499526978,-0.010804243385791779","0.46298515796661377,0.5361626744270325,-0.005802806466817856","0.47243380546569824,0.5236442685127258,-0.007269511930644512","0.47505295276641846,0.5376669764518738,-0.007471501361578703","0.47235268354415894,0.5510117411613464,-0.00802772119641304","0.47613346576690674,0.5391901135444641,-0.00924166664481163","0.48418349027633667,0.5321617722511292,-0.01011123787611723","0.4852127134799957,0.5459945201873779,-0.007865585386753082","0.4817409813404083,0.5587621331214905,-0.006979765370488167","0.4890376627445221,0.5482560396194458,-0.01284035388380289","0.49510419368743896,0.5478139519691467,-0.013321398757398129","0.49452340602874756,0.56003737449646,-0.010828047059476376","0.49080395698547363,0.5703269243240356,-0.008796937763690948"
0.0,"0.4744636118412018,0.6185330152511597,-1.0711834619314686e-07","0.4593488872051239,0.5963847041130066,0.000931705697439611","0.45083820819854736,0.5713735222816467,-0.0009761236724443734","0.453445702791214,0.550504744052887,-0.0037344989832490683","0.4597949981689453,0.5376797318458557,-0.005827464163303375","0.45305609703063965,0.5377944111824036,-0.0019699668046087027","0.4628543257713318,0.5178103446960449,-0.0073033529333770275","0.4679943025112152,0.5302475094795227,-0.011387231759727001","0.4665989875793457,0.543531596660614,-0.013918518088757992","0.46515434980392456,0.5358413457870483,-0.005651475396007299","0.47554489970207214,0.5233917832374573,-0.008379843086004257","0.4780484735965729,0.5379810929298401,-0.0095140365883708","0.47428226470947266,0.5507394075393677,-0.010569828562438488","0.4776436984539032,0.5394309759140015,-0.009516061283648014","0.486990362405777,0.5334052443504333,-0.01138728205114603","0.4879542887210846,0.5474558472633362,-0.009335820563137531","0.4835618734359741,0.5594307780265808,-0.00835505872964859","0.4896385669708252,0.5489218831062317,-0.013590424321591854","0.49714434146881104,0.548082172870636,-0.01458542887121439","0.4967566728591919,0.560796320438385,-0.01193966343998909","0.49268239736557007,0.571183979511261,-0.009710793383419514"
0.0,"0.4762091040611267,0.6163113117218018,-8.678529894723397e-08","0.46026816964149475,0.5953428745269775,0.0005414575571194291","0.4508766531944275,0.570595383644104,-0.0017470769817009568","0.452974796295166,0.5479053854942322,-0.004778243135660887","0.46005770564079285,0.5344167947769165,-0.006912095006555319","0.4520907700061798,0.5400339961051941,-0.002231406280770898","0.463920533657074,0.5161030888557434,-0.007318598683923483","0.46914005279541016,0.5292868614196777,-0.01089904922991991","0.46770742535591125,0.5425090193748474,-0.013086467981338501","0.46320679783821106,0.5371836423873901,-0.005596010945737362","0.476059228181839,0.5208626389503479,-0.008262939751148224","0.47904980182647705,0.5353350639343262,-0.008963709697127342","0.4754912257194519,0.5479733943939209,-0.009634663350880146","0.475145161151886,0.5391097068786621,-0.00917463656514883","0.48710960149765015,0.5288589000701904,-0.010980512946844101","0.4885489344596863,0.5431985855102539,-0.008644064888358116","0.4845973551273346,0.5551272630691528,-0.007412308361381292","0.4871692657470703,0.5460792779922485,-0.012999868020415306","0.497044175863266,0.5425853729248047,-0.014180910773575306","0.4971383512020111,0.5558439493179321,-0.011735053732991219","0.4934248626232147,0.5659833550453186,-0.009604713879525661"
0.0,"0.475093275308609,0.6159700751304626,-7.52398250369879e-08","0.4600622057914734,0.5938712954521179,-0.0003382004506420344","0.45157164335250854,0.5676232576370239,-0.003502276726067066","0.4547157287597656,0.5456975102424622,-0.007092013023793697","0.46297797560691833,0.5346567034721375,-0.009816078469157219","0.45167550444602966,0.5366477370262146,-0.005272901151329279","0.4682021737098694,0.5143871307373047,-0.010867821983993053","0.47200506925582886,0.5277292132377625,-0.014225770719349384","0.46911346912384033,0.5391932129859924,-0.01646750420331955","0.46190306544303894,0.5376119017601013,-0.00859910435974598","0.4800439476966858,0.5209081172943115,-0.012334689497947693","0.48171404004096985,0.5355045199394226,-0.012686128728091717","0.47731050848960876,0.5464551448822021,-0.01316568348556757","0.47315722703933716,0.5425596237182617,-0.012068526819348335","0.4897920489311218,0.531505823135376,-0.01472440268844366","0.48962002992630005,0.5454317927360535,-0.012489045038819313","0.48447439074516296,0.5553746819496155,-0.01132842618972063","0.48469290137290955,0.5507879257202148,-0.015805676579475403","0.49690133333206177,0.5442870259284973,-0.017234886065125465","0.49611952900886536,0.5577400922775269,-0.014976822771131992","0.49143412709236145,0.566702127456665,-0.013174949213862419"
0.0,"0.4747098386287689,0.617897093296051,-7.487528108640618e-08","0.4614691436290741,0.5936900973320007,0.0017723138444125652","0.4551965296268463,0.5632397532463074,-0.00024290494911838323","0.4588891267776489,0.5372186899185181,-0.0029248849023133516","0.4664786756038666,0.5223792791366577,-0.004530872218310833","0.4494071900844574,0.542009711265564,-0.003783968510106206","0.4668048024177551,0.5145308971405029,-0.008121059276163578","0.47219640016555786,0.5272372364997864,-0.009610329754650593","0.4702387750148773,0.5389357805252075,-0.010470393113791943","0.4581950306892395,0.5417258739471436,-0.007542398292571306","0.47877857089042664,0.5202226638793945,-0.00992776919156313","0.4820828437805176,0.5345758199691772,-0.009046368300914764","0.477782279253006,0.5442292094230652,-0.008884405717253685","0.46910563111305237,0.5446538925170898,-0.011204158887267113","0.4887600839138031,0.5288540720939636,-0.012507151812314987","0.4900287687778473,0.5427709817886353,-0.009544000960886478","0.4850064218044281,0.551533579826355,-0.008247990161180496","0.4808233976364136,0.5505555272102356,-0.014927682466804981","0.49575915932655334,0.5404769778251648,-0.014717384241521358","0.4962309002876282,0.5534071922302246,-0.011933393776416779","0.4918825626373291,0.5612143874168396,-0.010173982009291649"
0.0,"0.47156810760498047,0.622238278388977,-7.568872462115905e-08","0.4603721797466278,0.5948479771614075,0.0022927767131477594","0.45650026202201843,0.5600045323371887,0.0011632739333435893","0.4612305164337158,0.5338102579116821,-0.0009190874989144504","0.46784257888793945,0.520336925983429,-0.0020122244022786617","0.44901737570762634,0.5421121716499329,-0.0012871770886704326","0.4681057631969452,0.5129866600036621,-0.005376146174967289","0.4733264148235321,0.5257664322853088,-0.007081408053636551","0.4707674980163574,0.5374580025672913,-0.008127904497087002","0.45724597573280334,0.543098509311676,-0.005416834261268377","0.479070782661438,0.5190277099609375,-0.0076575265266001225","0.4821103811264038,0.5334173440933228,-0.0072196065448224545","0.477247416973114,0.5432577133178711,-0.007340556941926479","0.46765708923339844,0.5471893548965454,-0.009540240280330181","0.48801323771476746,0.526496171951294,-0.010668964125216007","0.48960721492767334,0.5413501262664795,-0.007914682850241661","0.4843587577342987,0.5505084991455078,-0.006736887618899345","0.47911906242370605,0.5540216565132141,-0.01376959029585123","0.4951784908771515,0.540193498134613,-0.01325832586735487","0.4962529242038727,0.5534796118736267,-0.010439010336995125","0.4920726418495178,0.5618308782577515,-0.008712009526789188"
0.0,"0.46920639276504517,0.6264524459838867,-6.46646540758411e-08","0.460781455039978,0.5949360728263855,0.0020266601350158453","0.4592374861240387,0.5585324764251709,0.00019593803153838962","0.4682222306728363,0.5343279242515564,-0.002729381201788783","0.4784100353717804,0.5233138799667358,-0.004533989820629358","0.4481033980846405,0.5420251488685608,-0.001594351138919592","0.4698764979839325,0.5121334791183472,-0.005817077588289976","0.4752236604690552,0.5269721746444702,-0.007513225544244051","0.47233185172080994,0.5378879904747009,-0.008799506351351738","0.4548974633216858,0.5425906181335449,-0.0059386189095675945","0.4803904592990875,0.5181759595870972,-0.00842722225934267","0.4827704131603241,0.5345360636711121,-0.007751327008008957","0.477045476436615,0.5440965294837952,-0.00781767163425684","0.46427109837532043,0.546737790107727,-0.010394741781055927","0.4885809123516083,0.5271696448326111,-0.010742077603936195","0.48879626393318176,0.5440536141395569,-0.007751439698040485","0.4820129871368408,0.552290141582489,-0.006850440055131912","0.47552788257598877,0.5536317825317383,-0.015152746811509132","0.4944763481616974,0.542684018611908,-0.013725089840590954","0.4942196309566498,0.5570777654647827,-0.01100883912295103","0.4885554015636444,0.5639694333076477,-0.009787834249436855"
0.0,"0.46607616543769836,0.630497395992279,-6.595774237894148e-08","0.4596588611602783,0.5979196429252625,0.0021545730996876955","0.4591391384601593,0.5615984797477722,0.0002750854182522744","0.46756696701049805,0.5361353158950806,-0.002809362020343542","0.47588175535202026,0.5221135020256042,-0.004743491765111685","0.4482026994228363,0.5430149435997009,-0.0015986415091902018","0.47060132026672363,0.5116961002349854,-0.006405554711818695","0.47672438621520996,0.5268624424934387,-0.008347841911017895","0.4739381968975067,0.5384028553962708,-0.009531657211482525","0.4534008502960205,0.5445172190666199,-0.005943651776760817","0.4798694849014282,0.517976701259613,-0.008639435283839703","0.483465313911438,0.5354908108711243,-0.007706125266849995","0.47791436314582825,0.5457321405410767,-0.007547610905021429","0.46147069334983826,0.5494168996810913,-0.010466935113072395","0.4868667423725128,0.528298556804657,-0.011150754056870937","0.48809486627578735,0.5460372567176819,-0.007760229054838419","0.48161396384239197,0.5552464723587036,-0.00640459917485714","0.4715603291988373,0.5569144487380981,-0.015268783085048199","0.49140170216560364,0.5435447692871094,-0.013743388466536999","0.49225908517837524,0.5571842789649963,-0.010586054064333439","0.4874096214771271,0.5644879937171936,-0.008973406627774239"
0.0,"0.46323490142822266,0.6334326267242432,-7.584761618772973e-08","0.4589169919490814,0.6006507277488708,0.0031637041829526424","0.45914775133132935,0.5641463994979858,0.0017786717507988214","0.4674212634563446,0.5385297536849976,-0.0012290077283978462","0.4756004810333252,0.5240854024887085,-0.0031311458442360163","0.44762933254241943,0.5421615839004517,0.0007991898455657065","0.47196662425994873,0.5122110843658447,-0.004672484006732702","0.47637930512428284,0.52907395362854,-0.007379587739706039","0.4723561108112335,0.5415499210357666,-0.00898456759750843","0.45143556594848633,0.5436719655990601,-0.00418649148195982","0.47998902201652527,0.517678439617157,-0.007508068811148405","0.4822160005569458,0.5371118187904358,-0.006472697015851736","0.4762951135635376,0.5482926368713379,-0.0060675484128296375","0.458105206489563,0.5493254065513611,-0.00955209694802761","0.48575493693351746,0.5286900997161865,-0.010749198496341705","0.48601019382476807,0.548452615737915,-0.00683458661660552","0.4793354570865631,0.5581498146057129,-0.0049773710779845715","0.467026025056839,0.5580167770385742,-0.015205906704068184","0.4887152910232544,0.5448108315467834,-0.013754887506365776","0.488578736782074,0.5604540109634399,-0.010186398401856422","0.48294302821159363,0.5688163042068481,-0.008303995244204998"
0.0,"0.46077585220336914,0.6352211236953735,-6.987514211687085e-08","0.4600234627723694,0.6012779474258423,0.003695101710036397","0.46036237478256226,0.566906213760376,0.0023747992236167192","0.46772298216819763,0.543538510799408,-0.000825138995423913","0.4749034643173218,0.5336904525756836,-0.0030024833977222443","0.44687533378601074,0.5420265197753906,0.0017034495249390602","0.47186288237571716,0.513440728187561,-0.0036956174299120903","0.4755963981151581,0.5306510329246521,-0.00628693075850606","0.4713568091392517,0.5434733033180237,-0.007792187388986349","0.44925811886787415,0.5436433553695679,-0.003555173287168145","0.47928938269615173,0.5191357731819153,-0.007037716452032328","0.4807085394859314,0.5393630266189575,-0.0056441836059093475","0.4745117425918579,0.5503387451171875,-0.0048834895715117455","0.45505914092063904,0.5495757460594177,-0.009234286844730377","0.48413270711898804,0.5317777395248413,-0.010123227722942829","0.4832673668861389,0.5520653128623962,-0.005972514860332012","0.47630631923675537,0.5615198016166687,-0.003998654428869486","0.46348968148231506,0.5583475232124329,-0.015238307416439056","0.4858704209327698,0.5479364991188049,-0.01325896568596363","0.4853614270687103,0.5635994076728821,-0.009561002254486084","0.48001354932785034,0.5709384679794312,-0.007678881287574768"
0.0,"0.4576362669467926,0.636995792388916,-8.166619380745033e-08","0.47150394320487976,0.6037179231643677,0.00201256456784904","0.472412109375,0.5725743770599365,0.0009810799965634942","0.47279173135757446,0.5492802262306213,-0.0015878609847277403","0.47311830520629883,0.5347750186920166,-0.0028269574977457523","0.44701793789863586,0.5416907668113708,0.0020038713701069355","0.47177043557167053,0.5149165987968445,-0.0038771014660596848","0.47568365931510925,0.5327165126800537,-0.007397979032248259","0.4707235097885132,0.5469128489494324,-0.009487480856478214","0.44709134101867676,0.5441169142723083,-0.00221039354801178","0.47703853249549866,0.5189599990844727,-0.006389833986759186","0.47915613651275635,0.5392237305641174,-0.005739804357290268","0.4726073145866394,0.5505510568618774,-0.0053467159159481525","0.45118579268455505,0.550555408000946,-0.0071174828335642815","0.48004040122032166,0.5318998694419861,-0.00939019676297903","0.48067620396614075,0.5512577891349792,-0.006074495147913694","0.4741195738315582,0.5609028935432434,-0.004316754639148712","0.4583606719970703,0.5599445104598999,-0.01239496935158968","0.48117244243621826,0.5485196113586426,-0.011822791770100594","0.4819941818714142,0.5633620023727417,-0.008976447395980358","0.477043479681015,0.5710332989692688,-0.00752813508734107"
0.0,"0.45545047521591187,0.6388823986053467,-8.357969960570699e-08","0.47151148319244385,0.6020306348800659,0.00237819692119956","0.47133052349090576,0.5715163350105286,0.0014304034411907196","0.4697880744934082,0.5503702759742737,-0.0013682517455890775","0.46833115816116333,0.5347896814346313,-0.0029067189898341894","0.44585710763931274,0.5425655245780945,0.0029343932401388884","0.4707356095314026,0.5187073945999146,-0.004195059183984995","0.4740838408470154,0.5385683178901672,-0.008546233177185059","0.4685024619102478,0.5532222986221313,-0.010976430028676987","0.44431522488594055,0.5449127554893494,-0.0017101032426580787","0.47532325983047485,0.5202658176422119,-0.0073075625114142895","0.4771808981895447,0.5433604121208191,-0.006993880495429039","0.4702392816543579,0.5559072494506836,-0.006225470919162035","0.44662946462631226,0.550703227519989,-0.007247759960591793","0.47678548097610474,0.5344759225845337,-0.010788405314087868","0.4774726927280426,0.55611652135849,-0.007723206654191017","0.47072574496269226,0.566411554813385,-0.0055860853753983974","0.4521262049674988,0.5593225955963135,-0.013149905949831009","0.47607412934303284,0.5512153506278992,-0.013532244600355625","0.47693750262260437,0.5676270127296448,-0.011021608486771584","0.4715659022331238,0.5751951336860657,-0.009494759142398834"
0.0,"0.45296338200569153,0.6412055492401123,-9.246249987882038e-08","0.46997320652008057,0.6060858964920044,0.002126584528014064","0.470024049282074,0.5748535990715027,0.0015597246820107102","0.46826285123825073,0.5532041192054749,-0.0007324517937377095","0.4668355882167816,0.5368185639381409,-0.0017599777784198523","0.4443700313568115,0.5437706112861633,0.003254294628277421","0.4686911404132843,0.5208505392074585,-0.003814369672909379","0.4721318185329437,0.5422328114509583,-0.008161275647580624","0.46666330099105835,0.5575418472290039,-0.010584885254502296","0.44212406873703003,0.5462164282798767,-0.001132338889874518","0.47213900089263916,0.5213219523429871,-0.0069385613314807415","0.4743841588497162,0.5463067889213562,-0.006550195626914501","0.4678274691104889,0.5594542622566223,-0.0054727280512452126","0.4437394440174103,0.5525856018066406,-0.006459011696279049","0.47295475006103516,0.5352628827095032,-0.010579095222055912","0.4741470515727997,0.5587106943130493,-0.007351065054535866","0.46775567531585693,0.5697314739227295,-0.004759322386234999","0.44860368967056274,0.5622649788856506,-0.01212175004184246","0.47143158316612244,0.5525022745132446,-0.013067932799458504","0.4722573757171631,0.5698750615119934,-0.01042787916958332","0.4667889177799225,0.5781738758087158,-0.008579898625612259"
0.0,"0.45073631405830383,0.6418895125389099,-9.432611847159933e-08","0.4674970805644989,0.6066516041755676,0.0014024156844243407","0.46778127551078796,0.5750799775123596,0.0005842301761731505","0.4660007655620575,0.5527195930480957,-0.0018534584669396281","0.4644341468811035,0.5355755090713501,-0.003000556491315365","0.4420793652534485,0.5450010895729065,0.0025354549288749695","0.4665597379207611,0.5218498110771179,-0.005287441425025463","0.46960359811782837,0.5437154173851013,-0.010113656520843506","0.46411916613578796,0.5587400794029236,-0.012789241969585419","0.439373254776001,0.5475892424583435,-0.001663440722040832","0.4690861999988556,0.5239194631576538,-0.008253625594079494","0.47071751952171326,0.5489704012870789,-0.008405228145420551","0.46423566341400146,0.5616060495376587,-0.00762262474745512","0.44073817133903503,0.5541208386421204,-0.006869195029139519","0.4696231186389923,0.5375266075134277,-0.011759503744542599","0.47028711438179016,0.5617003440856934,-0.008698047138750553","0.46399247646331787,0.5726818442344666,-0.006075555924326181","0.4453660249710083,0.5640601515769958,-0.012453564442694187","0.4676620364189148,0.5546149611473083,-0.014118191786110401","0.46819186210632324,0.5724115967750549,-0.011650847271084785","0.4629027843475342,0.5806481242179871,-0.009765061549842358"
0.0,"0.4493426978588104,0.6428972482681274,-9.73867244624671e-08","0.46741557121276855,0.6103442311286926,0.00041310509550385177","0.46843838691711426,0.5768189430236816,-5.02298389619682e-05","0.4659758508205414,0.5547627806663513,-0.0017816980835050344","0.46397072076797485,0.5372084379196167,-0.002121523953974247","0.44106143712997437,0.5444262623786926,0.003223913488909602","0.4642484784126282,0.5234391093254089,-0.004419489298015833","0.4680914282798767,0.5458093285560608,-0.009330671280622482","0.4633389413356781,0.5616655945777893,-0.011970367282629013","0.4371333718299866,0.5461511611938477,-0.00039188642404042184","0.4656224846839905,0.5220901966094971,-0.007169798482209444","0.4684827923774719,0.5477228760719299,-0.007755961734801531","0.46296629309654236,0.5619351267814636,-0.006832158658653498","0.4372067153453827,0.5523337721824646,-0.0051617990247905254","0.4654981195926666,0.5369099378585815,-0.01083474513143301","0.4672130048274994,0.5616170763969421,-0.008627408184111118","0.46153387427330017,0.5728864073753357,-0.00606193020939827","0.4407711625099182,0.5624850392341614,-0.010294695384800434","0.4632062613964081,0.5546282529830933,-0.012708787806332111","0.4645235538482666,0.5728693008422852,-0.010758786462247372","0.45959675312042236,0.5812504887580872,-0.008919182233512402"
0.0,"0.4494859278202057,0.6438823342323303,-1.2158901085967955e-07","0.46524152159690857,0.6107674241065979,0.00042838422814384103","0.4661255478858948,0.5733397603034973,-0.00022082867508288473","0.4655631482601166,0.5481676459312439,-0.0022028128150850534","0.46551740169525146,0.5262253880500793,-0.0026374959852546453","0.43979403376579285,0.5417953133583069,0.003331370186060667","0.46191689372062683,0.5219419002532959,-0.004531304817646742","0.46667587757110596,0.5469373464584351,-0.00904539879411459","0.46236884593963623,0.5609433650970459,-0.011451597325503826","0.43460899591445923,0.5458638072013855,-0.0006586574018001556","0.4615370035171509,0.524330735206604,-0.008269664831459522","0.46527689695358276,0.5536673069000244,-0.009066833183169365","0.45985639095306396,0.5662469863891602,-0.008114580996334553","0.43329593539237976,0.553659200668335,-0.005794899072498083","0.46097004413604736,0.5394498705863953,-0.012457014992833138","0.46326687932014465,0.5663807392120361,-0.010097166523337364","0.4567900002002716,0.5765112638473511,-0.007152318023145199","0.43522629141807556,0.5645105838775635,-0.011202973313629627","0.45749595761299133,0.5548090934753418,-0.014280179515480995","0.4596025049686432,0.5728555917739868,-0.01215325016528368","0.4540862739086151,0.5804876089096069,-0.009909449145197868"
0.0,"0.44650542736053467,0.6444365978240967,-1.27600301880193e-07","0.4630461633205414,0.6106277704238892,-0.00047901636571623385","0.46424686908721924,0.5722532272338867,-0.0011478412197902799","0.46362417936325073,0.5457448959350586,-0.003188184928148985","0.46307697892189026,0.5244976878166199,-0.0035195951350033283","0.43868646025657654,0.5416176319122314,0.0047051021829247475","0.4588684141635895,0.5220865607261658,-0.0038323989138007164","0.4635753035545349,0.5476822853088379,-0.00827688816934824","0.4591865837574005,0.5600242614746094,-0.0104444595053792","0.43252819776535034,0.546128511428833,0.0011054459027945995","0.45758509635925293,0.5259422063827515,-0.007386681158095598","0.46157658100128174,0.5565887689590454,-0.008074655197560787","0.45633962750434875,0.5663484334945679,-0.006720543373376131","0.429973304271698,0.5542375445365906,-0.0040221731178462505","0.4562419652938843,0.5410285592079163,-0.012398496270179749","0.4588916003704071,0.56939697265625,-0.010143122635781765","0.4525656998157501,0.5778298377990723,-0.006675303913652897","0.43054136633872986,0.5646781325340271,-0.009452183730900288","0.45224452018737793,0.5556954741477966,-0.013879641890525818","0.4545871615409851,0.573998749256134,-0.012144055217504501","0.44890332221984863,0.5805399417877197,-0.009751340374350548"
0.0,"0.4433000385761261,0.6462228298187256,-1.3659489184192353e-07","0.4602554738521576,0.6132558584213257,-0.0009290258749388158","0.46209004521369934,0.5731511116027832,-0.000994257628917694","0.4607144892215729,0.5468432307243347,-0.0024185050278902054","0.46054965257644653,0.5260016918182373,-0.002189613413065672","0.4401658773422241,0.5395718812942505,0.005987167824059725","0.4573502540588379,0.5228774547576904,-0.002215293003246188","0.4609972834587097,0.5490301251411438,-0.006668111775070429","0.4559175670146942,0.5596423745155334,-0.008924825116991997","0.4329007863998413,0.5443843007087708,0.00268201669678092","0.45422467589378357,0.528292179107666,-0.0055562276393175125","0.45771148800849915,0.5591291189193726,-0.006523756310343742","0.4522085189819336,0.567676305770874,-0.005444448906928301","0.42807668447494507,0.553583562374115,-0.0023124341387301683","0.4504918158054352,0.5433598756790161,-0.01096836943179369","0.45341435074806213,0.5720025897026062,-0.008915619924664497","0.4472211003303528,0.5795202255249023,-0.005542678292840719","0.4255511462688446,0.566012978553772,-0.007606642786413431","0.44491344690322876,0.5579514503479004,-0.012202068231999874","0.4476640522480011,0.5767362713813782,-0.010280442424118519","0.4421654939651489,0.5831093192100525,-0.007713135331869125"
0.0,"0.43988561630249023,0.6471991539001465,-1.283765556081562e-07","0.4567762613296509,0.6165972352027893,-0.0016492028953507543","0.4593885540962219,0.5745152831077576,-0.002210355829447508","0.45851531624794006,0.5484449863433838,-0.003877036040648818","0.4583189785480499,0.52773517370224,-0.003833279013633728","0.4370746314525604,0.5398329496383667,0.00351353595033288","0.4550073444843292,0.524498701095581,-0.004934875760227442","0.45807015895843506,0.5515803694725037,-0.00927889347076416","0.4514991044998169,0.5588673949241638,-0.011621810495853424","0.42939960956573486,0.5459455847740173,0.00022453568817581981","0.45127934217453003,0.5289458632469177,-0.008489920757710934","0.45491570234298706,0.5602053999900818,-0.009476017206907272","0.44807860255241394,0.5663111805915833,-0.008524900302290916","0.4239712953567505,0.55635666847229,-0.004588328301906586","0.44596967101097107,0.5444798469543457,-0.01367128174751997","0.4498254358768463,0.5735472440719604,-0.011051854118704796","0.44271528720855713,0.5797287225723267,-0.007422866765409708","0.42078688740730286,0.569623589515686,-0.009663036093115807","0.439767062664032,0.5597160458564758,-0.0144524360075593","0.4436582326889038,0.5788429379463196,-0.01179090142250061","0.4381197392940521,0.5851967334747314,-0.008771631866693497"
0.0,"0.4360162913799286,0.6500876545906067,-1.263067304080323e-07","0.4528050124645233,0.6222802400588989,-0.003194402437657118","0.45622575283050537,0.5778374075889587,-0.004053462762385607","0.45490217208862305,0.5501742959022522,-0.005608792882412672","0.454306960105896,0.5290094614028931,-0.005196827929466963","0.4335421621799469,0.5423488616943359,0.0020009162835776806","0.4512163996696472,0.526715099811554,-0.006758783478289843","0.45419618487358093,0.5546942353248596,-0.010996038094162941","0.44757378101348877,0.5602567195892334,-0.013294859789311886","0.42495232820510864,0.5480864644050598,-0.0006039954605512321","0.44641339778900146,0.5316855311393738,-0.00943687278777361","0.4501883089542389,0.5628050565719604,-0.010072930715978146","0.4434100091457367,0.5665003061294556,-0.008980215527117252","0.41893067955970764,0.5586053133010864,-0.004910485353320837","0.440731942653656,0.5466452836990356,-0.013773650862276554","0.4450966417789459,0.5746831893920898,-0.01064616721123457","0.43820834159851074,0.5794789791107178,-0.00696195475757122","0.415243536233902,0.5721328854560852,-0.009700622409582138","0.434797465801239,0.5633438229560852,-0.014406572096049786","0.4391765296459198,0.581639289855957,-0.011798846535384655","0.4339181184768677,0.5874251127243042,-0.00891575776040554"
