gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.0,"0.39077961444854736,0.5041695237159729,1.3117714559029992e-07","0.45379605889320374,0.5346531271934509,-0.05442216247320175","0.4974997043609619,0.5623989701271057,-0.09487195312976837","0.4758571982383728,0.6352900862693787,-0.12525111436843872","0.4257054924964905,0.6785266399383545,-0.15182539820671082","0.4433915913105011,0.36845162510871887,-0.10111450403928757","0.4307791292667389,0.5756250023841858,-0.15649665892124176","0.43845635652542114,0.574839174747467,-0.19300535321235657","0.4445263147354126,0.516873836517334,-0.21674178540706635","0.3753565847873688,0.3486671447753906,-0.09258424490690231","0.37812983989715576,0.6123861074447632,-0.13252796232700348","0.4008370339870453,0.6028779149055481,-0.14117833971977234","0.407839834690094,0.5361568927764893,-0.14950723946094513","0.3231189548969269,0.36842119693756104,-0.0874820128083229","0.33605459332466125,0.6160669326782227,-0.11571341753005981","0.3588809669017792,0.605633020401001,-0.09985704720020294","0.3641554117202759,0.5390028357505798,-0.0895071029663086","0.2854030132293701,0.4081578850746155,-0.08991293609142303","0.2998151183128357,0.5848617553710938,-0.11390336602926254","0.3192462921142578,0.5923881530761719,-0.11009977757930756","0.32599321007728577,0.5451231598854065,-0.10454551875591278"
0.0,"0.38498497009277344,0.5068994164466858,1.195833618794495e-07","0.448286771774292,0.5321317315101624,-0.04999808222055435","0.4936354160308838,0.5545897483825684,-0.08792657405138016","0.4729536771774292,0.6276645660400391,-0.11675301194190979","0.42400869727134705,0.6747790575027466,-0.14202022552490234","0.4376927316188812,0.36536461114883423,-0.09323370456695557","0.42779815196990967,0.566961944103241,-0.145396426320076","0.43399104475975037,0.5647459626197815,-0.18054838478565216","0.43903231620788574,0.5074624419212341,-0.20377708971500397","0.3707795739173889,0.34871572256088257,-0.08617687970399857","0.3764807879924774,0.6092278957366943,-0.12338586896657944","0.3971840739250183,0.5988817811012268,-0.13220883905887604","0.40287482738494873,0.5320167541503906,-0.1409968137741089","0.3194805979728699,0.37015607953071594,-0.08228492736816406","0.3359437584877014,0.614569902420044,-0.10788315534591675","0.3569124639034271,0.6031787991523743,-0.09297766536474228","0.36066946387290955,0.5363896489143372,-0.08374672383069992","0.2824537754058838,0.41024887561798096,-0.08559952676296234","0.3001702129840851,0.5846421122550964,-0.10694617033004761","0.31797903776168823,0.5912729501724243,-0.10303546488285065","0.32276269793510437,0.544540286064148,-0.09794344007968903"
0.0,"0.38058778643608093,0.5090257525444031,1.2528867898708995e-07","0.44337719678878784,0.5323446393013,-0.049752362072467804","0.48734888434410095,0.5532675981521606,-0.08663764595985413","0.4678756594657898,0.6280219554901123,-0.11460911482572556","0.4218009412288666,0.6774677038192749,-0.1389644891023636","0.4326355457305908,0.36103811860084534,-0.09082480520009995","0.425808310508728,0.5558684468269348,-0.14196260273456573","0.43157702684402466,0.5546472668647766,-0.17556634545326233","0.4363774359226227,0.4990538954734802,-0.19729244709014893","0.36691710352897644,0.3436238169670105,-0.08339670300483704","0.3744628429412842,0.6058523058891296,-0.11994707584381104","0.39500710368156433,0.595996081829071,-0.1273030787706375","0.4009288251399994,0.5279399752616882,-0.13406485319137573","0.31583893299102783,0.36702069640159607,-0.07929510623216629","0.33425968885421753,0.6133925318717957,-0.10548524558544159","0.354892373085022,0.6004414558410645,-0.089955173432827","0.3591559827327728,0.5303754806518555,-0.07898839563131332","0.2784948945045471,0.40877974033355713,-0.08229707926511765","0.2975108027458191,0.5855314135551453,-0.10465192049741745","0.31548434495925903,0.5901583433151245,-0.10051239281892776","0.32061195373535156,0.5409084558486938,-0.09406252950429916"
0.0,"0.37942612171173096,0.5073720812797546,9.332075023849029e-08","0.44308561086654663,0.5299358367919922,-0.04853092133998871","0.4888526201248169,0.5478429198265076,-0.08479391783475876","0.467151403427124,0.6191808581352234,-0.112289659678936","0.4195737838745117,0.6656900644302368,-0.13636945188045502","0.43153703212738037,0.3586724102497101,-0.08937378227710724","0.4269780218601227,0.557660698890686,-0.1397043764591217","0.43273860216140747,0.5623801946640015,-0.17344921827316284","0.4371383786201477,0.5094661712646484,-0.19560031592845917","0.36509039998054504,0.34521859884262085,-0.08261439204216003","0.37519779801368713,0.6022608876228333,-0.11817524582147598","0.3945630192756653,0.5921814441680908,-0.1259429007768631","0.3993616998195648,0.5253010988235474,-0.13336463272571564","0.31405794620513916,0.37072351574897766,-0.07897937297821045","0.33495551347732544,0.6128075122833252,-0.10336136072874069","0.3546549379825592,0.5977833271026611,-0.08736748993396759","0.3571401834487915,0.5271825790405273,-0.07672731578350067","0.27641940116882324,0.4151340126991272,-0.08244440704584122","0.29795974493026733,0.5893075466156006,-0.10343954712152481","0.31559762358665466,0.5916445255279541,-0.09879301488399506","0.3193478584289551,0.5417029857635498,-0.09239710867404938"
0.0,"0.3770877718925476,0.5057851672172546,1.083276828239832e-07","0.44087058305740356,0.5271927714347839,-0.04950159043073654","0.4859165549278259,0.5477770566940308,-0.08671055734157562","0.468688428401947,0.6170181632041931,-0.11508137732744217","0.42222860455513,0.6638758182525635,-0.13982777297496796","0.4289185702800751,0.35972997546195984,-0.09294537454843521","0.42469048500061035,0.5581250190734863,-0.14388707280158997","0.4321496784687042,0.5567830204963684,-0.17655538022518158","0.43682849407196045,0.50254887342453,-0.19758079946041107","0.36416497826576233,0.3484930992126465,-0.085877925157547","0.3748449683189392,0.6080809235572815,-0.12278710305690765","0.39638403058052063,0.5945954322814941,-0.12914299964904785","0.40233978629112244,0.5262691378593445,-0.13477782905101776","0.31364983320236206,0.37523794174194336,-0.08191735297441483","0.33542680740356445,0.619072675704956,-0.10754425078630447","0.3575628399848938,0.5994186401367188,-0.08977071195840836","0.3619660437107086,0.5261770486831665,-0.07698579132556915","0.2767358422279358,0.4193035066127777,-0.08517550677061081","0.2990867495536804,0.5935875177383423,-0.10720240324735641","0.31724998354911804,0.5920814275741577,-0.102002814412117","0.3215119540691376,0.5401480793952942,-0.09453408420085907"
0.0,"0.37313637137413025,0.4950702488422394,8.823219843634433e-08","0.4351296126842499,0.5184764862060547,-0.04791759327054024","0.48178625106811523,0.5413624048233032,-0.08414433896541595","0.4691616892814636,0.6128314137458801,-0.11244240403175354","0.4244227707386017,0.6616594791412354,-0.13785099983215332","0.4296256899833679,0.3502338230609894,-0.08741650730371475","0.42672857642173767,0.5492066740989685,-0.13678759336471558","0.42826443910598755,0.5503937005996704,-0.16943180561065674","0.4290507435798645,0.4985545575618744,-0.1907568722963333","0.3651907444000244,0.3414604067802429,-0.08146485686302185","0.3750030994415283,0.5940117239952087,-0.11703894287347794","0.3906819224357605,0.5824435949325562,-0.1242947056889534","0.39347270131111145,0.5189726948738098,-0.13083261251449585","0.3142127990722656,0.37002241611480713,-0.07865264266729355","0.33402368426322937,0.6073188781738281,-0.10393618047237396","0.35235217213630676,0.591870129108429,-0.08795102685689926","0.35433608293533325,0.5225997567176819,-0.07648790627717972","0.2758740484714508,0.41588330268859863,-0.08287663757801056","0.2965104579925537,0.586711049079895,-0.10469314455986023","0.3126554489135742,0.5873785614967346,-0.10000576078891754","0.3162401616573334,0.5377585887908936,-0.09315145015716553"
0.0,"0.3695797324180603,0.4889729619026184,4.3896367429852035e-08","0.43297556042671204,0.5101755857467651,-0.04675385728478432","0.4809659719467163,0.5325649380683899,-0.08123056590557098","0.4668809771537781,0.6108719706535339,-0.10797789692878723","0.423099160194397,0.6670496463775635,-0.1324460655450821","0.43260854482650757,0.3470747470855713,-0.08534329384565353","0.4315626323223114,0.5356489419937134,-0.13332591950893402","0.4298916459083557,0.5467061400413513,-0.16506949067115784","0.42774295806884766,0.5010400414466858,-0.18573185801506042","0.36686426401138306,0.33712249994277954,-0.07908489555120468","0.37767958641052246,0.5817306637763977,-0.11228964477777481","0.3902323842048645,0.5812782049179077,-0.11909671872854233","0.39038556814193726,0.5224604606628418,-0.1258227676153183","0.31492090225219727,0.3633103370666504,-0.0758434608578682","0.33384600281715393,0.5964897871017456,-0.09989503771066666","0.35124167799949646,0.592134952545166,-0.08518728613853455","0.3542305529117584,0.5307685732841492,-0.07482972741127014","0.27438458800315857,0.40487873554229736,-0.07941698282957077","0.2944987416267395,0.5754572749137878,-0.10097052901983261","0.3108934760093689,0.5901052951812744,-0.09639427065849304","0.31642645597457886,0.5556201934814453,-0.08965632319450378"
0.0,"0.37142109870910645,0.49648454785346985,7.741026308849541e-08","0.4349677562713623,0.5196794867515564,-0.04921841248869896","0.48218172788619995,0.5432295799255371,-0.08542454987764359","0.46926626563072205,0.6140260100364685,-0.11320469528436661","0.4239516854286194,0.6635621190071106,-0.13826984167099","0.4334336221218109,0.3447294235229492,-0.09145648032426834","0.4322512149810791,0.543266773223877,-0.142985001206398","0.43276530504226685,0.5472281575202942,-0.17661207914352417","0.4329511523246765,0.49839621782302856,-0.19831275939941406","0.3677234649658203,0.3348696827888489,-0.08459541946649551","0.37951743602752686,0.5913915634155273,-0.1206185445189476","0.393388569355011,0.5812400579452515,-0.1269039362668991","0.3951736390590668,0.5162873864173889,-0.13301460444927216","0.3149319291114807,0.36252111196517944,-0.08110035955905914","0.3362002968788147,0.6044981479644775,-0.10801133513450623","0.3535648584365845,0.5872800946235657,-0.09185493737459183","0.3576663136482239,0.516565203666687,-0.07961029559373856","0.2745160460472107,0.40604767203330994,-0.08472804725170135","0.29760149121284485,0.5824402570724487,-0.10982823371887207","0.31389784812927246,0.5832251310348511,-0.10642454028129578","0.31958261132240295,0.5355486273765564,-0.09958837181329727"
0.0,"0.37185096740722656,0.49314090609550476,7.075364294450992e-08","0.434660404920578,0.5144836902618408,-0.0472600944340229","0.48144134879112244,0.5333365797996521,-0.08138886094093323","0.4711945950984955,0.6045699119567871,-0.10744542628526688","0.42741090059280396,0.659081757068634,-0.13087153434753418","0.43206945061683655,0.34318774938583374,-0.08763528615236282","0.43129175901412964,0.5391432046890259,-0.13735798001289368","0.4320111870765686,0.5410366058349609,-0.16944798827171326","0.4325815737247467,0.4910507798194885,-0.18998099863529205","0.366481214761734,0.33249589800834656,-0.08110354095697403","0.38007980585098267,0.588512659072876,-0.11508435010910034","0.3936627209186554,0.576802134513855,-0.11971241980791092","0.39451032876968384,0.5115751028060913,-0.12448152154684067","0.31398099660873413,0.3593006134033203,-0.07790838927030563","0.33617857098579407,0.5993598699569702,-0.10363452881574631","0.3523748517036438,0.5813807249069214,-0.08664750307798386","0.3553501069545746,0.5099445581436157,-0.07360664010047913","0.2736457884311676,0.40167614817619324,-0.08169186860322952","0.29688116908073425,0.5765132308006287,-0.10653996467590332","0.3132250905036926,0.5785151124000549,-0.10260392725467682","0.3190285861492157,0.5322483777999878,-0.09509143978357315"
0.0,"0.3727182447910309,0.48999595642089844,6.403715957503664e-08","0.4347855746746063,0.5092593431472778,-0.04646994173526764","0.4795088768005371,0.5276248455047607,-0.08039934933185577","0.4699082374572754,0.6013999581336975,-0.10658743977546692","0.427839994430542,0.6561532020568848,-0.13048286736011505","0.4307226538658142,0.3407359719276428,-0.08738081902265549","0.4326080083847046,0.5334717035293579,-0.13637378811836243","0.4313524067401886,0.5326881408691406,-0.16814440488815308","0.43001818656921387,0.4822218120098114,-0.18899163603782654","0.36553794145584106,0.33097052574157715,-0.08159565925598145","0.38235682249069214,0.583641529083252,-0.11583030223846436","0.39434969425201416,0.5711970925331116,-0.12094366550445557","0.3937028646469116,0.5065708756446838,-0.12630818784236908","0.31367141008377075,0.3587297201156616,-0.07902030646800995","0.3383737802505493,0.5968375205993652,-0.10450629889965057","0.35324662923812866,0.5787322521209717,-0.08803205192089081","0.35485807061195374,0.5070415735244751,-0.07584168761968613","0.27425432205200195,0.4022120237350464,-0.08339938521385193","0.2990683913230896,0.576798677444458,-0.1082846149802208","0.31473320722579956,0.5771094560623169,-0.10503807663917542","0.31957757472991943,0.5288355946540833,-0.0984431728720665"
0.0,"0.36579298973083496,0.4801521897315979,8.487687352953799e-08","0.42801687121391296,0.5002093315124512,-0.04503875598311424","0.4753130376338959,0.5168910026550293,-0.07847444713115692","0.4680076837539673,0.5899935364723206,-0.10475753992795944","0.4273684024810791,0.645728588104248,-0.12890620529651642","0.42984265089035034,0.3403762876987457,-0.08583007007837296","0.4343107342720032,0.5276685953140259,-0.1359231024980545","0.43039852380752563,0.5164982676506042,-0.16925747692584991","0.4277481138706207,0.4626457989215851,-0.19136923551559448","0.3639528155326843,0.3300059139728546,-0.08077792078256607","0.38430967926979065,0.5804743766784668,-0.1154731959104538","0.39246127009391785,0.557374119758606,-0.12109541147947311","0.3896181583404541,0.4897683262825012,-0.12685158848762512","0.3120543956756592,0.3581962585449219,-0.07900405675172806","0.341131329536438,0.5956273078918457,-0.10393466800451279","0.35063600540161133,0.5680001974105835,-0.0864487811923027","0.3481971025466919,0.49156415462493896,-0.07365486770868301","0.2729946970939636,0.40284478664398193,-0.08435185998678207","0.3023650050163269,0.5773679614067078,-0.10935074836015701","0.313005656003952,0.5654439926147461,-0.1064082458615303","0.31228750944137573,0.5069915652275085,-0.0999317541718483"
0.0,"0.36457115411758423,0.4717974364757538,9.159985836504347e-08","0.4263816475868225,0.48785674571990967,-0.04308905825018883","0.47524821758270264,0.5065367221832275,-0.0756344199180603","0.47008654475212097,0.5761404633522034,-0.10130344331264496","0.43131914734840393,0.6299566626548767,-0.1252828687429428","0.4249681830406189,0.32884860038757324,-0.08728982508182526","0.43254199624061584,0.5194908380508423,-0.1348004937171936","0.4309949278831482,0.5093864798545837,-0.165659561753273","0.4290245473384857,0.4581395983695984,-0.18613582849502563","0.36132746934890747,0.3243953585624695,-0.08227185904979706","0.386179655790329,0.576590359210968,-0.11303405463695526","0.3931218683719635,0.550817608833313,-0.11629346758127213","0.38935109972953796,0.4824952781200409,-0.12142323702573776","0.3105279505252838,0.357239305973053,-0.07998105883598328","0.343279093503952,0.596078634262085,-0.10244277119636536","0.3508685231208801,0.56407630443573,-0.08490490168333054","0.34824562072753906,0.4884186387062073,-0.07257722318172455","0.27211496233940125,0.405150830745697,-0.08447795361280441","0.30397799611091614,0.5790010094642639,-0.10877349227666855","0.3142845034599304,0.5603440403938293,-0.10638459026813507","0.3133555054664612,0.5022351741790771,-0.10054583102464676"
0.0,"0.3632287085056305,0.46593865752220154,9.224725516787657e-08","0.4257757067680359,0.4829966425895691,-0.042947012931108475","0.47384315729141235,0.5045946836471558,-0.07542113959789276","0.4676004648208618,0.5747917890548706,-0.10075169801712036","0.42899206280708313,0.6264999508857727,-0.12400374561548233","0.4283500015735626,0.32626283168792725,-0.08746805042028427","0.4347071349620819,0.518338680267334,-0.1354415863752365","0.4331977963447571,0.5027410984039307,-0.16715022921562195","0.431763619184494,0.44932785630226135,-0.1882387101650238","0.36437684297561646,0.32201087474823,-0.08203215152025223","0.39045393466949463,0.5717067718505859,-0.11246952414512634","0.3964678943157196,0.5399577021598816,-0.11559365689754486","0.3925485908985138,0.4698963761329651,-0.120706707239151","0.3130655288696289,0.35484805703163147,-0.07928396016359329","0.34708458185195923,0.5890430212020874,-0.10173401236534119","0.35376250743865967,0.5521488189697266,-0.08359815180301666","0.3509289622306824,0.47541624307632446,-0.07066907733678818","0.2744733393192291,0.40242862701416016,-0.08326984196901321","0.30679115653038025,0.572080135345459,-0.10767306387424469","0.3157578706741333,0.5481835007667542,-0.10510540753602982","0.3139210045337677,0.4865063428878784,-0.09897474199533463"
0.0,"0.3586614429950714,0.47162654995918274,4.9877364460826357e-08","0.42324307560920715,0.4879898428916931,-0.04057604819536209","0.474589079618454,0.508516252040863,-0.07134595513343811","0.4712449312210083,0.5730839371681213,-0.09593218564987183","0.433594286441803,0.6203137636184692,-0.11907199770212173","0.4309292137622833,0.3241448700428009,-0.08415281772613525","0.4397786855697632,0.5162883400917053,-0.13097265362739563","0.43512481451034546,0.5021462440490723,-0.16211338341236115","0.4311235845088959,0.4516076445579529,-0.1831434816122055","0.36818191409111023,0.32221513986587524,-0.07988534867763519","0.3955990672111511,0.5735872387886047,-0.10932967066764832","0.3971099555492401,0.5397197008132935,-0.11194860190153122","0.38996413350105286,0.46907806396484375,-0.117014080286026","0.31671759486198425,0.3585962653160095,-0.07827474176883698","0.35028940439224243,0.5942738056182861,-0.09980451315641403","0.35323357582092285,0.5546128749847412,-0.08142437040805817","0.34842753410339355,0.4783576428890228,-0.06855136901140213","0.2768028974533081,0.40968289971351624,-0.0832899734377861","0.3093017041683197,0.5813902616500854,-0.10905501991510391","0.31665539741516113,0.5510179996490479,-0.10777189582586288","0.31379273533821106,0.48587125539779663,-0.10232038050889969"
0.25,"0.34706446528434753,0.4814816117286682,-9.004296686043745e-08","0.3951532542705536,0.5094540119171143,-0.039176519960165024","0.43119412660598755,0.5650471448898315,-0.08454342186450958","0.44646355509757996,0.6398455500602722,-0.13008613884449005","0.4509288966655731,0.7110637426376343,-0.17542997002601624","0.43437784910202026,0.316755473613739,-0.07385699450969696","0.4744260311126709,0.46061214804649353,-0.135544553399086","0.4738582968711853,0.5721244812011719,-0.17499320209026337","0.4674263596534729,0.6427086591720581,-0.19532722234725952","0.37883076071739197,0.30926963686943054,-0.08048086613416672","0.4121267795562744,0.47070446610450745,-0.1329234391450882","0.4273201823234558,0.5935482978820801,-0.149589404463768","0.4360477030277252,0.6592320799827576,-0.15594060719013214","0.32584092020988464,0.34499385952949524,-0.09114472568035126","0.34845951199531555,0.5040082931518555,-0.1383039355278015","0.37807294726371765,0.617377758026123,-0.13859066367149353","0.39762964844703674,0.6761837005615234,-0.1302856206893921","0.2854654788970947,0.4020771086215973,-0.10543645918369293","0.310281366109848,0.5370373725891113,-0.13211694359779358","0.34451916813850403,0.6183756589889526,-0.12810476124286652","0.3695022463798523,0.6619753837585449,-0.1198197528719902"
0.25,"0.3246954679489136,0.4872371554374695,-2.4052599911783545e-09","0.3756060302257538,0.5183343887329102,-0.041075579822063446","0.41662830114364624,0.5711217522621155,-0.08415352553129196","0.43825793266296387,0.6463828682899475,-0.12663684785366058","0.4473893940448761,0.7189401984214783,-0.16742171347141266","0.43069201707839966,0.3248135447502136,-0.0693310797214508","0.47141632437705994,0.470630407333374,-0.12940777838230133","0.46904927492141724,0.5782349705696106,-0.16556675732135773","0.46230602264404297,0.6342012882232666,-0.1838565468788147","0.3762036859989166,0.31539860367774963,-0.07508974522352219","0.4073958992958069,0.4770050644874573,-0.1287749707698822","0.41952940821647644,0.5945138335227966,-0.14439921081066132","0.4268434941768646,0.644939124584198,-0.14915993809700012","0.32320958375930786,0.3467985987663269,-0.08578065037727356","0.3459322452545166,0.5097991228103638,-0.13555561006069183","0.37153515219688416,0.6198781728744507,-0.13586445152759552","0.3876793682575226,0.6666370630264282,-0.12618690729141235","0.2818650007247925,0.3982955515384674,-0.10012594610452652","0.30751627683639526,0.529029905796051,-0.12723062932491302","0.33803313970565796,0.6081784963607788,-0.12352712452411652","0.3610698878765106,0.6462950706481934,-0.11506907641887665"
0.25,"0.3083837628364563,0.47570282220840454,1.1580382874853967e-07","0.36772266030311584,0.5056533813476562,-0.03630974516272545","0.41339001059532166,0.5564814209938049,-0.07518927752971649","0.4418027997016907,0.6362655162811279,-0.11466686427593231","0.45071953535079956,0.7124447822570801,-0.15347608923912048","0.429027795791626,0.3229256272315979,-0.06354470551013947","0.4677702784538269,0.4725574254989624,-0.12060309946537018","0.46687743067741394,0.5811176896095276,-0.15723079442977905","0.4653984010219574,0.6380308866500854,-0.17719247937202454","0.3748580515384674,0.3166939914226532,-0.07135912030935287","0.40477415919303894,0.47733867168426514,-0.12302268296480179","0.41860631108283997,0.595186173915863,-0.1398942470550537","0.4324933588504791,0.6543412208557129,-0.1466568410396576","0.3219551742076874,0.34946414828300476,-0.08364539593458176","0.3465934097766876,0.5117894411087036,-0.13260962069034576","0.37232398986816406,0.6235193610191345,-0.13653013110160828","0.39398428797721863,0.6811269521713257,-0.12978975474834442","0.2808847725391388,0.4016278088092804,-0.0990530326962471","0.30545520782470703,0.5406847596168518,-0.12546119093894958","0.33589890599250793,0.6203206181526184,-0.12395750731229782","0.3626672625541687,0.6645906567573547,-0.11772111058235168"
0.25,"0.28737562894821167,0.48845410346984863,2.0209550655181374e-07","0.35236048698425293,0.5216668844223022,-0.03398209065198898","0.40038925409317017,0.5680484771728516,-0.07028015702962875","0.4317267835140228,0.6450408697128296,-0.10722394287586212","0.45197904109954834,0.7183396816253662,-0.14247579872608185","0.4315878450870514,0.32668739557266235,-0.05731409043073654","0.4696405827999115,0.46440833806991577,-0.11388212442398071","0.46866703033447266,0.5746874809265137,-0.15027624368667603","0.4653427004814148,0.6353579163551331,-0.16928920149803162","0.37934011220932007,0.3189072012901306,-0.06553542613983154","0.410293847322464,0.46969228982925415,-0.11693686991930008","0.4213624894618988,0.5905605554580688,-0.13464315235614777","0.43197396397590637,0.6544020771980286,-0.14102904498577118","0.3268381357192993,0.34836655855178833,-0.0784238949418068","0.3514985144138336,0.5148282051086426,-0.1251446008682251","0.3720324635505676,0.6237503290176392,-0.1295320838689804","0.3871893584728241,0.6768770813941956,-0.12304244190454483","0.28376418352127075,0.39856570959091187,-0.09447669982910156","0.3078731298446655,0.5395188927650452,-0.11814910918474197","0.3344130516052246,0.6160038709640503,-0.115981325507164","0.3570282459259033,0.6571534276008606,-0.10912834107875824"
0.25,"0.2881523668766022,0.47832682728767395,3.208344310223765e-07","0.3589988350868225,0.5066617131233215,-0.027065040543675423","0.4073697328567505,0.5542005300521851,-0.060002293437719345","0.43371766805648804,0.6357213854789734,-0.09431438148021698","0.44931885600090027,0.7162476181983948,-0.1276613473892212","0.43802109360694885,0.32746052742004395,-0.054493676871061325","0.47272342443466187,0.4671589732170105,-0.10699667781591415","0.47181832790374756,0.5719366073608398,-0.1422881931066513","0.46749529242515564,0.6321258544921875,-0.16152895987033844","0.38374626636505127,0.32068902254104614,-0.06490878015756607","0.4137730300426483,0.46615132689476013,-0.11443367600440979","0.42521873116493225,0.5798178315162659,-0.13489902019500732","0.43262410163879395,0.6489015817642212,-0.1444762647151947","0.3302713632583618,0.34820064902305603,-0.07869677245616913","0.3524687886238098,0.5056736469268799,-0.12413674592971802","0.37094128131866455,0.6107070446014404,-0.13359877467155457","0.3816734254360199,0.6713118553161621,-0.13166803121566772","0.2870974838733673,0.39584919810295105,-0.09466961026191711","0.30847662687301636,0.534737765789032,-0.11918304115533829","0.3334946036338806,0.614667534828186,-0.12088464200496674","0.35481590032577515,0.6654131412506104,-0.11776663362979889"
0.25,"0.2876318693161011,0.48335063457489014,4.02929316578593e-07","0.3607713580131531,0.5041249990463257,-0.02721668779850006","0.4104140102863312,0.54402095079422,-0.060807373374700546","0.4351636469364166,0.6247409582138062,-0.09571169316768646","0.44518256187438965,0.7046622633934021,-0.1295861303806305","0.44208192825317383,0.32748404145240784,-0.057360898703336716","0.47432246804237366,0.4661412239074707,-0.11140114068984985","0.4729779362678528,0.5712010264396667,-0.14734484255313873","0.4694116711616516,0.6333490610122681,-0.16702565550804138","0.38771188259124756,0.3199120759963989,-0.06839118897914886","0.4166414737701416,0.46917635202407837,-0.12009696662425995","0.42779242992401123,0.5812926888465881,-0.141275092959404","0.4355956017971039,0.6513864994049072,-0.1511267125606537","0.3332799971103668,0.3475151062011719,-0.0829000174999237","0.3571120500564575,0.5072532892227173,-0.13176390528678894","0.37541186809539795,0.6142423152923584,-0.14299646019935608","0.3876163065433502,0.6786724925041199,-0.14149393141269684","0.28871026635169983,0.39751410484313965,-0.09938795119524002","0.31412890553474426,0.5376446843147278,-0.1273694485425949","0.3392290472984314,0.6218017339706421,-0.13080018758773804","0.3617299199104309,0.678338885307312,-0.12825608253479004"
0.25,"0.28961724042892456,0.47833648324012756,4.265862401098275e-07","0.3624083697795868,0.4986451268196106,-0.026654843240976334","0.41148054599761963,0.5383033752441406,-0.05973212048411369","0.4360533654689789,0.6240583658218384,-0.09426168352365494","0.4516924023628235,0.715744137763977,-0.12763208150863647","0.44379061460494995,0.3309384882450104,-0.05666984245181084","0.47445616126060486,0.4666319787502289,-0.11147131025791168","0.47424569725990295,0.5701385736465454,-0.1472330093383789","0.47353145480155945,0.6333976984024048,-0.1666678637266159","0.389195054769516,0.3220280110836029,-0.06847509741783142","0.4175795316696167,0.4644148349761963,-0.12157747149467468","0.43146222829818726,0.5757342576980591,-0.14275561273097992","0.44351527094841003,0.6467178463935852,-0.15202397108078003","0.33478060364723206,0.34908872842788696,-0.08393509685993195","0.3590533435344696,0.5091497302055359,-0.1349838227033615","0.3806542158126831,0.6192941665649414,-0.14655309915542603","0.39694589376449585,0.6860573291778564,-0.144572913646698","0.2903171181678772,0.3998821973800659,-0.10127340257167816","0.3164939284324646,0.5409959554672241,-0.13132037222385406","0.34139370918273926,0.6275323629379272,-0.135039821267128","0.364130437374115,0.6861103177070618,-0.1321619600057602"
0.25,"0.29238051176071167,0.4767412841320038,4.5830870476493146e-07","0.3648937940597534,0.4986592233181,-0.025792324915528297","0.4136773943901062,0.5379815101623535,-0.05740054324269295","0.43777933716773987,0.6194730997085571,-0.09052066504955292","0.4521317780017853,0.7032721042633057,-0.12264299392700195","0.4446443021297455,0.33099526166915894,-0.05435085669159889","0.47685861587524414,0.46161791682243347,-0.10548017174005508","0.47719264030456543,0.5628492832183838,-0.1389898955821991","0.47645843029022217,0.6280667185783386,-0.15728610754013062","0.39082831144332886,0.32091081142425537,-0.06553235650062561","0.4189400374889374,0.4587569832801819,-0.1141289547085762","0.43284472823143005,0.5678620338439941,-0.13371559977531433","0.44563964009284973,0.6405102014541626,-0.1428266316652298","0.3366626501083374,0.3474518656730652,-0.0801393911242485","0.36125966906547546,0.5048760175704956,-0.12796415388584137","0.38160234689712524,0.6137570142745972,-0.13879847526550293","0.3968478739261627,0.6817547678947449,-0.1370716392993927","0.29217344522476196,0.3987255096435547,-0.09651382267475128","0.3190717101097107,0.5373843312263489,-0.12419183552265167","0.3437590003013611,0.6218433380126953,-0.1269645094871521","0.3659866452217102,0.6795843839645386,-0.12388025224208832"
0.25,"0.2917185425758362,0.47535789012908936,4.5354607891567866e-07","0.364602655172348,0.49631765484809875,-0.027223344892263412","0.41375115513801575,0.5338437557220459,-0.06007073447108269","0.4385746419429779,0.6179743409156799,-0.09405810385942459","0.4539937674999237,0.7064740061759949,-0.12686271965503693","0.4462493062019348,0.3295636773109436,-0.05742475762963295","0.4791339635848999,0.46077069640159607,-0.11082098633050919","0.47894731163978577,0.5625365972518921,-0.14493270218372345","0.47726160287857056,0.6242329478263855,-0.16326318681240082","0.39203399419784546,0.32114413380622864,-0.0686270073056221","0.42127877473831177,0.46196314692497253,-0.12018610537052155","0.43556922674179077,0.5691830515861511,-0.140620619058609","0.44809088110923767,0.6363856196403503,-0.14978787302970886","0.3375641107559204,0.349003404378891,-0.08348838984966278","0.3638628423213959,0.5086848139762878,-0.13354291021823883","0.38591253757476807,0.6157040596008301,-0.14515970647335052","0.4027451276779175,0.6794184446334839,-0.143570214509964","0.2924829423427582,0.40070226788520813,-0.10016965866088867","0.3204708695411682,0.5388331413269043,-0.1298690289258957","0.34618642926216125,0.6216043829917908,-0.13386958837509155","0.3699370324611664,0.6766668558120728,-0.13142456114292145"
