gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.25,"0.14875996112823486,0.4119076728820801,3.8933799828555493e-07","0.2119930535554886,0.44120872020721436,-0.002333377255126834","0.24945533275604248,0.5284594893455505,-0.01510608196258545","0.26258644461631775,0.6179082989692688,-0.022160956636071205","0.25901344418525696,0.6906262636184692,-0.025090137496590614","0.22288456559181213,0.540118396282196,-0.08642019331455231","0.25517576932907104,0.6847866177558899,-0.10928605496883392","0.2666604220867157,0.7510618567466736,-0.09687330573797226","0.26253265142440796,0.7458332180976868,-0.07683661580085754","0.1745055764913559,0.5600489377975464,-0.0882878229022026","0.19932043552398682,0.7390952706336975,-0.11774011701345444","0.220671609044075,0.7984538674354553,-0.09562991559505463","0.22622762620449066,0.7719656229019165,-0.0668983906507492","0.13388875126838684,0.5742018818855286,-0.08486302942037582","0.1518581062555313,0.7467438578605652,-0.10418461263179779","0.17828397452831268,0.7892900109291077,-0.07030045986175537","0.19177405536174774,0.7634760141372681,-0.034280456602573395","0.10227871686220169,0.5801903009414673,-0.0797179713845253","0.1147882491350174,0.7287668585777283,-0.09049362689256668","0.1398594081401825,0.773331880569458,-0.06857389956712723","0.15684807300567627,0.7565770149230957,-0.04109423607587814"
0.25,"0.15386681258678436,0.4288058876991272,2.2320371328987676e-07","0.21446464955806732,0.46263355016708374,-0.0019266047747805715","0.25516846776008606,0.5463486313819885,-0.013220214284956455","0.26968568563461304,0.6384444236755371,-0.019292816519737244","0.26311132311820984,0.710491955280304,-0.020137082785367966","0.22630858421325684,0.5738468170166016,-0.08176207542419434","0.2635365128517151,0.7259969115257263,-0.10177654027938843","0.27002692222595215,0.7789468169212341,-0.08467913419008255","0.26175373792648315,0.753813624382019,-0.06078024581074715","0.1800220012664795,0.5930314064025879,-0.08273794502019882","0.20830939710140228,0.7713369131088257,-0.110242560505867","0.22703653573989868,0.8225476741790771,-0.0858583152294159","0.23309043049812317,0.7913016080856323,-0.05533144623041153","0.14152827858924866,0.6067401170730591,-0.07893996685743332","0.16215546429157257,0.7704847455024719,-0.09834893047809601","0.18712599575519562,0.8113036155700684,-0.06700313091278076","0.2012244164943695,0.787276566028595,-0.03230057656764984","0.11121297627687454,0.609460175037384,-0.07331934571266174","0.12369900941848755,0.751752495765686,-0.08240528404712677","0.1465590000152588,0.7956541776657104,-0.06150510162115097","0.16285738348960876,0.7816693186759949,-0.035115670412778854"
0.25,"0.15924575924873352,0.4270203113555908,1.783535594768182e-07","0.2226761132478714,0.4709262549877167,-0.0032133471686393023","0.26177507638931274,0.5545729398727417,-0.015460320748388767","0.27557751536369324,0.6423523426055908,-0.022495156154036522","0.27314144372940063,0.7132636904716492,-0.024307072162628174","0.23685963451862335,0.5740366578102112,-0.08372771739959717","0.2736975848674774,0.7155947089195251,-0.10531125217676163","0.2779650092124939,0.7703717350959778,-0.08894291520118713","0.2691408693790436,0.7508888244628906,-0.06578924506902695","0.1902322620153427,0.5950495004653931,-0.08559773862361908","0.21803829073905945,0.7658290266990662,-0.11519274860620499","0.23466193675994873,0.8198533058166504,-0.09277468919754028","0.24019616842269897,0.7933533787727356,-0.06374561041593552","0.15060681104660034,0.6108006834983826,-0.08272536098957062","0.17144963145256042,0.7718144655227661,-0.1032864972949028","0.19455799460411072,0.8113031387329102,-0.07080020755529404","0.20906612277030945,0.7875122427940369,-0.03544232249259949","0.11942866444587708,0.614167332649231,-0.0786827802658081","0.1307249367237091,0.7548064589500427,-0.09076659381389618","0.1537153273820877,0.7994577884674072,-0.07130926102399826","0.17130447924137115,0.7904222011566162,-0.04535622522234917"
0.25,"0.1614924967288971,0.4240820109844208,1.7581562872237555e-07","0.2252020686864853,0.46587392687797546,-0.0047871083952486515","0.2650526165962219,0.5460688471794128,-0.0171157568693161","0.27946197986602783,0.6284656524658203,-0.024430902674794197","0.2786844074726105,0.6973516941070557,-0.026513975113630295","0.24151131510734558,0.5619738698005676,-0.0787927657365799","0.27787330746650696,0.705256462097168,-0.09945915639400482","0.2814650535583496,0.7551940679550171,-0.08439531177282333","0.27183884382247925,0.7304760217666626,-0.062234241515398026","0.19505132734775543,0.5829875469207764,-0.07983610779047012","0.22577621042728424,0.7495225071907043,-0.1076742634177208","0.24075891077518463,0.8011772632598877,-0.08769772201776505","0.24436882138252258,0.7752344012260437,-0.060978662222623825","0.15550971031188965,0.5997288227081299,-0.07657954096794128","0.17783722281455994,0.7577622532844543,-0.09715643525123596","0.19991128146648407,0.7982137203216553,-0.0683889240026474","0.21373118460178375,0.7764450311660767,-0.03578205779194832","0.12344188988208771,0.6054645776748657,-0.0720936730504036","0.136312797665596,0.7435066103935242,-0.08316560089588165","0.15813890099525452,0.784767746925354,-0.06384843587875366","0.17441971600055695,0.773564875125885,-0.038567665964365005"
0.25,"0.1640365719795227,0.416731595993042,2.187285872423672e-07","0.22563280165195465,0.4588221311569214,-0.004232605453580618","0.2636442482471466,0.5365369915962219,-0.016196327283978462","0.2788175642490387,0.6131989359855652,-0.022939790040254593","0.2777210772037506,0.678345263004303,-0.024545028805732727","0.24247710406780243,0.5508947372436523,-0.08182813227176666","0.28123870491981506,0.6856619715690613,-0.1035085916519165","0.2873947322368622,0.7439711689949036,-0.08848781883716583","0.2787724733352661,0.7282734513282776,-0.06616037338972092","0.1974344700574875,0.5700744390487671,-0.08269503712654114","0.22762522101402283,0.7319003939628601,-0.113209068775177","0.24407877027988434,0.787995457649231,-0.09267552196979523","0.24791628122329712,0.7643815279006958,-0.06441789865493774","0.15845774114131927,0.5868143439292908,-0.07897632569074631","0.1791248321533203,0.7433704137802124,-0.10219214111566544","0.20138783752918243,0.7880882620811462,-0.07326029241085052","0.2155170738697052,0.7670469284057617,-0.03913263976573944","0.12628602981567383,0.5935660004615784,-0.07383760809898376","0.1360420286655426,0.7314243316650391,-0.08773085474967957","0.15816158056259155,0.7760692834854126,-0.06959452480077744","0.1759449541568756,0.76453697681427,-0.043964266777038574"
0.25,"0.16677412390708923,0.4093532860279083,2.4632544182168203e-07","0.22744672000408173,0.4536576271057129,-0.00047732293023727834","0.25933465361595154,0.5323143005371094,-0.01049477607011795","0.2692573666572571,0.6045728325843811,-0.015972500666975975","0.26498928666114807,0.6631714701652527,-0.01621059700846672","0.24953754246234894,0.5387729406356812,-0.07451032102108002","0.28548115491867065,0.6661466360092163,-0.09630204737186432","0.2872474193572998,0.7303851842880249,-0.08395228534936905","0.27649810910224915,0.721066415309906,-0.06386265903711319","0.2040928602218628,0.5526525378227234,-0.07736536115407944","0.2283894270658493,0.7093385457992554,-0.10707937180995941","0.24087369441986084,0.7712801694869995,-0.0886758342385292","0.24248239398002625,0.7525882720947266,-0.06271108239889145","0.16352060437202454,0.5671565532684326,-0.0758122131228447","0.17896094918251038,0.7232323884963989,-0.09835600107908249","0.1980065554380417,0.7712394595146179,-0.07045771926641464","0.20949296653270721,0.7520595192909241,-0.037396449595689774","0.12967261672019958,0.57658451795578,-0.07265880703926086","0.1371607631444931,0.7151787281036377,-0.086773581802845","0.15806944668293,0.7591451406478882,-0.06941214948892593","0.17445287108421326,0.745368480682373,-0.044388849288225174"
0.25,"0.17106735706329346,0.38694536685943604,2.4035020373958105e-07","0.22664211690425873,0.43251273036003113,-0.004470872227102518","0.2566987872123718,0.5186219215393066,-0.01888124831020832","0.2587239742279053,0.5967482328414917,-0.029626259580254555","0.2506643831729889,0.6550807952880859,-0.037225693464279175","0.2538793385028839,0.4959031343460083,-0.07229507714509964","0.2861548066139221,0.6118078231811523,-0.09824977070093155","0.28723153471946716,0.6767386198043823,-0.09960293024778366","0.27701684832572937,0.6850450038909912,-0.09202952682971954","0.21377363801002502,0.4997786581516266,-0.0773661807179451","0.23121681809425354,0.648333728313446,-0.10234561562538147","0.23908275365829468,0.710597038269043,-0.0926034227013588","0.23960083723068237,0.7035152912139893,-0.07881836593151093","0.17241382598876953,0.5081996321678162,-0.07934270054101944","0.17922592163085938,0.6640748381614685,-0.09924472123384476","0.1940162479877472,0.7172815799713135,-0.08356383442878723","0.20523954927921295,0.7058528661727905,-0.06477218121290207","0.1343631148338318,0.5192795395851135,-0.08030129969120026","0.13739342987537384,0.660125732421875,-0.09562907367944717","0.15650537610054016,0.7091555595397949,-0.08710115402936935","0.17420300841331482,0.7057720422744751,-0.07312051951885223"
0.25,"0.1997317522764206,0.4458882212638855,3.775740538003447e-07","0.25178855657577515,0.48897403478622437,-0.011105461977422237","0.2871687412261963,0.56732577085495,-0.030165430158376694","0.28164419531822205,0.6506372690200806,-0.04516971483826637","0.24402806162834167,0.6586562395095825,-0.057832926511764526","0.2650263011455536,0.45291560888290405,-0.0713038444519043","0.27741414308547974,0.5699129700660706,-0.09117871522903442","0.26951104402542114,0.6217469573020935,-0.09318471699953079","0.2553378939628601,0.626319408416748,-0.09192944318056107","0.22115883231163025,0.4436235725879669,-0.07524313032627106","0.22266583144664764,0.5895714163780212,-0.09851682931184769","0.22956839203834534,0.6371182799339294,-0.09434560686349869","0.23151028156280518,0.619221031665802,-0.08978293836116791","0.179298996925354,0.45258790254592896,-0.07629332691431046","0.18052788078784943,0.5976724028587341,-0.09002295136451721","0.19467593729496002,0.6465147733688354,-0.08152474462985992","0.20855863392353058,0.6306516528129578,-0.07450949400663376","0.14213140308856964,0.47250431776046753,-0.07779424637556076","0.13742481172084808,0.5850816965103149,-0.08616235107183456","0.15335068106651306,0.6358508467674255,-0.08388420939445496","0.1718815714120865,0.64412921667099,-0.08215853571891785"
0.25,"0.22380709648132324,0.4398547112941742,5.18955573625135e-07","0.26343846321105957,0.5061917901039124,-0.0260740015655756","0.2771178185939789,0.5620847344398499,-0.05521676689386368","0.2665649354457855,0.6156473159790039,-0.08272901922464371","0.2520069479942322,0.6504672765731812,-0.1114727333188057","0.27571868896484375,0.4329640865325928,-0.07716608792543411","0.27837586402893066,0.4541701078414917,-0.11785569787025452","0.270425945520401,0.5210052132606506,-0.14400534331798553","0.25899332761764526,0.5720946192741394,-0.16024933755397797","0.23584112524986267,0.4085090756416321,-0.08514942973852158","0.2333216369152069,0.41695961356163025,-0.1259978711605072","0.2328852415084839,0.503959059715271,-0.14297237992286682","0.2300824075937271,0.5630050897598267,-0.15539610385894775","0.1975851058959961,0.4088435173034668,-0.09339169412851334","0.1931532472372055,0.4283897280693054,-0.13439379632472992","0.1980886310338974,0.5094205737113953,-0.14429032802581787","0.20085427165031433,0.5641136169433594,-0.14856301248073578","0.16325706243515015,0.4290313124656677,-0.10280030220746994","0.15110372006893158,0.45985954999923706,-0.13448509573936462","0.15514543652534485,0.5166733264923096,-0.14059869945049286","0.15934807062149048,0.5587934255599976,-0.1438252031803131"
0.25,"0.2111375331878662,0.595901370048523,1.371006987938017e-07","0.2384129762649536,0.610274612903595,-0.02889959141612053","0.265635222196579,0.6029148101806641,-0.051516856998205185","0.25846219062805176,0.5846847891807556,-0.07351009547710419","0.23548796772956848,0.5605548620223999,-0.09367743879556656","0.2844206988811493,0.45809078216552734,-0.03986380994319916","0.3094768524169922,0.3945873975753784,-0.07852067053318024","0.29775574803352356,0.4417387843132019,-0.09915062040090561","0.2855284512042999,0.49422818422317505,-0.10683806240558624","0.2487414926290512,0.42536357045173645,-0.042712029069662094","0.2656429708003998,0.33037927746772766,-0.08130519092082977","0.25639763474464417,0.38819658756256104,-0.0954323261976242","0.25166186690330505,0.44887667894363403,-0.09692651778459549","0.21310292184352875,0.4186680316925049,-0.04971391707658768","0.2118965983390808,0.33648157119750977,-0.08435320109128952","0.2073797583580017,0.399650514125824,-0.09024786204099655","0.21143130958080292,0.45776623487472534,-0.08609554171562195","0.1780613511800766,0.4346211850643158,-0.058601051568984985","0.16370613873004913,0.37872323393821716,-0.08195029199123383","0.16383695602416992,0.41537851095199585,-0.08498933166265488","0.17218062281608582,0.4612821638584137,-0.08206450939178467"
0.25,"0.22586119174957275,0.6207780838012695,7.373619581585444e-08","0.2568433880805969,0.619656503200531,-0.018437350168824196","0.2871943414211273,0.59073805809021,-0.03224191814661026","0.2858467400074005,0.5661827921867371,-0.04689858481287956","0.26530808210372925,0.5502878427505493,-0.05992630124092102","0.29845619201660156,0.4482828378677368,-0.01917230896651745","0.3198615312576294,0.37409132719039917,-0.050634969025850296","0.32381510734558105,0.4072064459323883,-0.07066618651151657","0.3130406141281128,0.4578385055065155,-0.07762842625379562","0.2633591294288635,0.42494457960128784,-0.02354361303150654","0.274164080619812,0.31155991554260254,-0.04813400283455849","0.2804630398750305,0.34076055884361267,-0.05871172621846199","0.2789813280105591,0.3902602195739746,-0.060374729335308075","0.22844544053077698,0.42706143856048584,-0.03161847963929176","0.22830910980701447,0.3367568254470825,-0.05280996486544609","0.23506243526935577,0.3836379647254944,-0.05528438836336136","0.24208538234233856,0.4314587712287903,-0.05132490023970604","0.19007261097431183,0.45005491375923157,-0.041344963014125824","0.18220214545726776,0.39301908016204834,-0.054482538253068924","0.19164656102657318,0.41780054569244385,-0.05187250301241875","0.20458200573921204,0.4532300531864166,-0.04622488096356392"
0.25,"0.238165482878685,0.6498256921768188,2.1243553760541545e-07","0.27925869822502136,0.6233655214309692,-0.014247126877307892","0.32014164328575134,0.5757229328155518,-0.027932431548833847","0.3452834188938141,0.5379197001457214,-0.04327065125107765","0.33157622814178467,0.5139648914337158,-0.057482942938804626","0.29505622386932373,0.4282175898551941,-0.016422700136899948","0.31749227643013,0.3526766896247864,-0.04908176511526108","0.3451076149940491,0.38394787907600403,-0.07335629314184189","0.3566918969154358,0.43694013357162476,-0.08454088866710663","0.2672440707683563,0.423982173204422,-0.02418997511267662","0.27849021553993225,0.31417331099510193,-0.05365046113729477","0.3115341365337372,0.3485408127307892,-0.0723528265953064","0.32884374260902405,0.40134117007255554,-0.08026675879955292","0.23813970386981964,0.43935731053352356,-0.03487171605229378","0.2454618662595749,0.3507154583930969,-0.061752308160066605","0.2800867557525635,0.38601231575012207,-0.07244431972503662","0.30113348364830017,0.42756080627441406,-0.07434751838445663","0.20973871648311615,0.4717029333114624,-0.046925902366638184","0.22425855696201324,0.4282902181148529,-0.06741677969694138","0.25540199875831604,0.44508224725723267,-0.0735839232802391","0.2791077196598053,0.46630728244781494,-0.07447575777769089"
0.25,"0.23252609372138977,0.6755548715591431,1.505519264810573e-07","0.28362587094306946,0.6199463605880737,0.01099336240440607","0.3151792585849762,0.5533289313316345,0.009381873533129692","0.34068045020103455,0.5171300768852234,0.0014458101941272616","0.34838223457336426,0.47579795122146606,-0.004448016174137592","0.2547152638435364,0.42357462644577026,0.01209387369453907","0.27533939480781555,0.3356451392173767,-0.006012817844748497","0.3137124180793762,0.3470945358276367,-0.020127976313233376","0.33540648221969604,0.3810461759567261,-0.027018945664167404","0.24096494913101196,0.43052801489830017,-0.005244774278253317","0.27194228768348694,0.3274105489253998,-0.02256489358842373","0.31621742248535156,0.34554195404052734,-0.03326144814491272","0.33739662170410156,0.3829943537712097,-0.037430357187986374","0.23447060585021973,0.45217692852020264,-0.02383563481271267","0.2702978253364563,0.3666176199913025,-0.04053264483809471","0.31646522879600525,0.38032886385917664,-0.04492864012718201","0.3402910530567169,0.4101139008998871,-0.044293083250522614","0.23718701303005219,0.4909621477127075,-0.042057279497385025","0.27813416719436646,0.4380725920200348,-0.05602279677987099","0.3156769275665283,0.43697449564933777,-0.05834043398499489","0.3397480845451355,0.44949060678482056,-0.05701706185936928"
0.25,"0.23871253430843353,0.6742534637451172,1.6276270287107764e-07","0.2288290560245514,0.578652024269104,0.02411729283630848","0.23775546252727509,0.4920937716960907,0.024004684761166573","0.2616741359233856,0.4409917891025543,0.01644653081893921","0.28997838497161865,0.4141044616699219,0.008799641393125057","0.2272181361913681,0.4396352171897888,0.0035931700840592384","0.26562389731407166,0.33839094638824463,-0.007846556603908539","0.2996174991130829,0.33098626136779785,-0.011416781693696976","0.31733807921409607,0.3524293899536133,-0.009874704293906689","0.24324464797973633,0.4496649205684662,-0.016089972108602524","0.28078484535217285,0.322523832321167,-0.020755797624588013","0.3150002360343933,0.3264404535293579,-0.017052972689270973","0.3301082253456116,0.35828593373298645,-0.011709969490766525","0.265732079744339,0.4754676818847656,-0.03384450823068619","0.30454617738723755,0.36422717571258545,-0.03510647267103195","0.333747923374176,0.36893829703330994,-0.02516273781657219","0.34262898564338684,0.39494574069976807,-0.01699378341436386","0.2907384932041168,0.5124871134757996,-0.04999681934714317","0.3298874497413635,0.43781015276908875,-0.0468984954059124","0.35378333926200867,0.4294666647911072,-0.03608217090368271","0.36298248171806335,0.4373829662799835,-0.026697339490056038"
0.25,"0.27005329728126526,0.6912092566490173,-2.0782174203759496e-07","0.22792905569076538,0.6098641157150269,0.030277268961071968","0.21902459859848022,0.5269905924797058,0.03913526237010956","0.22833949327468872,0.4636114835739136,0.044245608150959015","0.2466323971748352,0.4254348874092102,0.05224904790520668","0.2226218432188034,0.45896658301353455,-0.0023364010266959667","0.23444704711437225,0.3468669056892395,0.007252899464219809","0.2523040473461151,0.3529912233352661,0.02964146062731743","0.25922587513923645,0.37635618448257446,0.04737608879804611","0.260580450296402,0.4535040259361267,-0.017092792317271233","0.2697540819644928,0.3157530128955841,-0.013417808338999748","0.2854052782058716,0.32207152247428894,0.006447526626288891","0.29072269797325134,0.3561509847640991,0.02380281686782837","0.2957664430141449,0.4673416018486023,-0.02656601555645466","0.3192516565322876,0.3501036763191223,-0.019756658002734184","0.32668763399124146,0.3654046356678009,0.0030682620126754045","0.32153987884521484,0.39608028531074524,0.02008971944451332","0.32720744609832764,0.5029879808425903,-0.03301630914211273","0.3543268144130707,0.41444504261016846,-0.021272581070661545","0.3540465235710144,0.4156131446361542,-0.0015547703951597214","0.34236276149749756,0.4367959797382355,0.014402191154658794"
0.25,"0.2939605116844177,0.69622403383255,-3.217838866476086e-07","0.24610647559165955,0.6282914280891418,0.01798705942928791","0.229821115732193,0.5523979663848877,0.02134512923657894","0.23536553978919983,0.48997238278388977,0.021989207714796066","0.2475678026676178,0.4481555223464966,0.025108972564339638","0.23689047992229462,0.46606507897377014,-0.00902989599853754","0.22802364826202393,0.35168927907943726,-0.009131062775850296","0.23958557844161987,0.3692306876182556,0.0016065089730545878","0.24706962704658508,0.40342947840690613,0.011530261486768723","0.2752690613269806,0.4498547613620758,-0.0208040252327919","0.2675181031227112,0.31327909231185913,-0.023162737488746643","0.27379468083381653,0.33627912402153015,-0.010498407296836376","0.27764657139778137,0.37812429666519165,0.0014337219763547182","0.31183919310569763,0.4558451771736145,-0.02920982986688614","0.32177525758743286,0.3442211151123047,-0.028697779402136803","0.3210187256336212,0.37202945351600647,-0.013228178955614567","0.316606730222702,0.40848037600517273,-0.0010218851966783404","0.3450615406036377,0.48506519198417664,-0.03561895340681076","0.3592461049556732,0.3974040150642395,-0.027900993824005127","0.3528815507888794,0.4119088053703308,-0.011331767775118351","0.34348076581954956,0.4450596272945404,0.001876946073025465"
0.25,"0.3116515278816223,0.6982473134994507,-3.096501757227088e-07","0.26226314902305603,0.6387115716934204,0.01912388764321804","0.24422240257263184,0.571320116519928,0.022904127836227417","0.24662616848945618,0.5091733336448669,0.024479325860738754","0.2542980909347534,0.465312659740448,0.028413332998752594","0.25507840514183044,0.4640282094478607,-0.010837072506546974","0.23966367542743683,0.3505623936653137,-0.00851237028837204","0.24695754051208496,0.3608376979827881,0.0055663129314780235","0.25511229038238525,0.3929215669631958,0.018146328628063202","0.29505932331085205,0.44548311829566956,-0.02196459285914898","0.28451642394065857,0.30746111273765564,-0.023583408445119858","0.28635433316230774,0.3258463442325592,-0.00867611076682806","0.2895205020904541,0.3657988905906677,0.005509534385055304","0.3312767744064331,0.45140695571899414,-0.029037941247224808","0.33692389726638794,0.3407297432422638,-0.026920078322291374","0.3315499424934387,0.3644355237483978,-0.009234477765858173","0.3267172873020172,0.3975694477558136,0.004787416663020849","0.3635045886039734,0.48329055309295654,-0.0338456854224205","0.37271055579185486,0.39319753646850586,-0.023582598194479942","0.36380836367607117,0.4047764241695404,-0.004215203691273928","0.3558124899864197,0.43768709897994995,0.011337385512888432"
0.25,"0.31482648849487305,0.6991050243377686,-3.344527783610829e-07","0.26670217514038086,0.6287026405334473,0.02200469933450222","0.25090932846069336,0.5553209781646729,0.02913576550781727","0.2571117877960205,0.49345219135284424,0.03397514298558235","0.2696426510810852,0.45289260149002075,0.04165004566311836","0.2645263969898224,0.4591212570667267,-0.008357220329344273","0.2489795982837677,0.3389589786529541,-0.0032561197876930237","0.2552550733089447,0.35343414545059204,0.014864617958664894","0.26391535997390747,0.3900112509727478,0.030486783012747765","0.3057538568973541,0.44294264912605286,-0.01931941509246826","0.296504408121109,0.3005061745643616,-0.020012259483337402","0.29601022601127625,0.3182517886161804,-0.002021283144131303","0.29806625843048096,0.3595914840698242,0.015158457681536674","0.3416054844856262,0.45048069953918457,-0.025968946516513824","0.34810617566108704,0.3354392647743225,-0.022690612822771072","0.33987367153167725,0.35522449016571045,-0.0022111053112894297","0.3333927392959595,0.386260062456131,0.014433546923100948","0.3721671998500824,0.4832015037536621,-0.030131563544273376","0.38236483931541443,0.38739943504333496,-0.019516218453645706","0.37119990587234497,0.39279240369796753,0.0005665197386406362","0.361507773399353,0.42275986075401306,0.01727151870727539"
0.25,"0.3167300224304199,0.702052116394043,-3.3651957664915244e-07","0.2698619067668915,0.6342543959617615,0.021776415407657623","0.2517249882221222,0.5623944401741028,0.028248028829693794","0.25486069917678833,0.4983617067337036,0.03163984790444374","0.2661319375038147,0.4612894058227539,0.03720172122120857","0.26714256405830383,0.45869871973991394,-0.004079387057572603","0.25388216972351074,0.3383074998855591,-0.00038058936479501426","0.258125364780426,0.34619325399398804,0.013512391597032547","0.2653183341026306,0.37454771995544434,0.02546207793056965","0.30667436122894287,0.44244691729545593,-0.016071202233433723","0.2999390661716461,0.29979920387268066,-0.01699162647128105","0.29877951741218567,0.32245999574661255,-0.0017271123360842466","0.3013663589954376,0.36434507369995117,0.012947002425789833","0.34216228127479553,0.45008108019828796,-0.024176515638828278","0.3499557375907898,0.3365778625011444,-0.020724721252918243","0.3409760892391205,0.36237043142318726,-0.0023358569014817476","0.3357420563697815,0.3967664837837219,0.01223677583038807","0.3722282946109772,0.48255929350852966,-0.03014415130019188","0.38348159193992615,0.3867381811141968,-0.017691735178232193","0.3732537031173706,0.3971197009086609,0.0020234226249158382","0.3659520745277405,0.42887288331985474,0.017449667677283287"
0.25,"0.3077889084815979,0.6986184120178223,-3.455805597241124e-07","0.265625,0.6186374425888062,0.027046222239732742","0.25409388542175293,0.543125569820404,0.03486458957195282","0.25996217131614685,0.4844089448451996,0.03881062567234039","0.2727280259132385,0.4492240250110626,0.04494452103972435","0.26079344749450684,0.45732367038726807,-0.0034914996940642595","0.2529667615890503,0.3339259624481201,3.0313365186884766e-06","0.262961745262146,0.3443216383457184,0.01621391996741295","0.2700521647930145,0.3753954768180847,0.03035527840256691","0.2995398938655853,0.4427759647369385,-0.01788043975830078","0.29768943786621094,0.2960472106933594,-0.019459610804915428","0.3024792969226837,0.3211939334869385,-0.002343570813536644","0.3051379919052124,0.3637530505657196,0.01394433993846178","0.33601564168930054,0.45083892345428467,-0.0278374794870615","0.3497331440448761,0.33508622646331787,-0.02456115558743477","0.34539011120796204,0.36402133107185364,-0.004562580492347479","0.33938002586364746,0.3977804183959961,0.01126850862056017","0.3684470057487488,0.48244157433509827,-0.0350569449365139","0.38360702991485596,0.38751327991485596,-0.02302699349820614","0.3761892020702362,0.39832592010498047,-0.0031613633036613464","0.3675457239151001,0.4270648956298828,0.01243971660733223"
0.25,"0.28979194164276123,0.6835387945175171,-1.721368647622512e-07","0.2553045153617859,0.5806293487548828,0.023502858355641365","0.25098010897636414,0.4888835549354553,0.026407526805996895","0.26901209354400635,0.42890337109565735,0.02443273551762104","0.2956489026546478,0.39512988924980164,0.02397320233285427","0.24857288599014282,0.43951472640037537,-0.006172867491841316","0.25906234979629517,0.3169350028038025,-0.006546780001372099","0.2809213697910309,0.3255707621574402,0.004075830802321434","0.2888633906841278,0.3551691174507141,0.013685430400073528","0.28413376212120056,0.43429315090179443,-0.022623276337981224","0.297176331281662,0.28884851932525635,-0.021561842411756516","0.31582504510879517,0.3071732521057129,-0.010357897728681564","0.320263147354126,0.3478606939315796,-0.0013911877758800983","0.3200485408306122,0.4475000202655792,-0.03512712940573692","0.3462875485420227,0.32427361607551575,-0.029481934383511543","0.35332441329956055,0.3547947406768799,-0.013223581947386265","0.34658750891685486,0.3932458162307739,-0.0032331980764865875","0.35331785678863525,0.4790598154067993,-0.04574237018823624","0.378924161195755,0.39283251762390137,-0.034858498722314835","0.3768269419670105,0.40981075167655945,-0.01793077029287815","0.3651866316795349,0.4399235248565674,-0.006195263937115669"
0.25,"0.25921207666397095,0.6666368842124939,9.398305422791964e-08","0.293194442987442,0.5819002389907837,0.025021731853485107","0.31342262029647827,0.5036548376083374,0.025395279750227928","0.34037142992019653,0.4485305845737457,0.01684407889842987","0.3602762222290039,0.40964475274086,0.009403374046087265","0.25203174352645874,0.41882994771003723,0.014432515949010849","0.28224945068359375,0.30200880765914917,0.007172680925577879","0.317843496799469,0.29466167092323303,0.003391668666154146","0.33683106303215027,0.31748321652412415,0.0026865429244935513","0.2556571364402771,0.4238908588886261,-0.006902586668729782","0.2924773693084717,0.2911025583744049,-0.006065789144486189","0.32990506291389465,0.2977561354637146,-0.0028236841317266226","0.34564733505249023,0.32607004046440125,-0.001247837208211422","0.27260830998420715,0.44197750091552734,-0.0270810779184103","0.3123299181461334,0.32819849252700806,-0.02284620888531208","0.3476651906967163,0.33742058277130127,-0.013217628933489323","0.35943081974983215,0.3676465153694153,-0.009263676591217518","0.2998276650905609,0.46862170100212097,-0.0464383028447628","0.33788132667541504,0.3974072337150574,-0.038257766515016556","0.3621557950973511,0.4011440873146057,-0.02625107765197754","0.37099289894104004,0.4238801598548889,-0.019346939399838448"
0.25,"0.24605393409729004,0.6639573574066162,9.111624876823043e-08","0.29696977138519287,0.5999826192855835,0.014588244259357452","0.33082443475723267,0.5299842953681946,0.01151464506983757","0.356521874666214,0.4818268418312073,-0.0004887619288638234","0.3619418740272522,0.42566272616386414,-0.010792246088385582","0.271780788898468,0.3978421092033386,0.02302110753953457","0.2802913784980774,0.294727623462677,0.005910809151828289","0.32183751463890076,0.29900360107421875,-0.008135807700455189","0.34807443618774414,0.3324674069881439,-0.014337437227368355","0.2587954103946686,0.40277159214019775,0.002740919589996338","0.2759307622909546,0.28124773502349854,-0.01374046690762043","0.3258347809314728,0.2956612706184387,-0.024720942601561546","0.349722683429718,0.3386905789375305,-0.02810903638601303","0.2503452003002167,0.4169744849205017,-0.019172661006450653","0.27396631240844727,0.3093166947364807,-0.033713508397340775","0.32553261518478394,0.3212386965751648,-0.03545232489705086","0.3512168228626251,0.3604303300380707,-0.03232866898179054","0.25056251883506775,0.4465727210044861,-0.04091519117355347","0.2813374400138855,0.3687156140804291,-0.05222761631011963","0.3220459222793579,0.3663041591644287,-0.05182204395532608","0.34665632247924805,0.3903840184211731,-0.047873903065919876"
