gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.25,"0.45817071199417114,0.5693373680114746,7.003851010267681e-08","0.506891131401062,0.5595988631248474,-0.012111138552427292","0.5453723073005676,0.5157274007797241,-0.013716801069676876","0.5708134770393372,0.4592936336994171,-0.016269199550151825","0.5650596022605896,0.4094628393650055,-0.018764302134513855","0.5249902009963989,0.4658244252204895,0.007393902633339167","0.5432319641113281,0.4200647175312042,-0.0031657791696488857","0.5509698987007141,0.42995136976242065,-0.01504069846123457","0.5488328337669373,0.44783055782318115,-0.022060245275497437","0.5074957609176636,0.4458557069301605,0.007885823957622051","0.5253714919090271,0.3858768343925476,-0.005059308838099241","0.5337435603141785,0.4038206934928894,-0.020158162340521812","0.5300565361976624,0.43516045808792114,-0.02900879643857479","0.4875480830669403,0.4293006360530853,0.005539819598197937","0.5049264430999756,0.3676060438156128,-0.007696161512285471","0.5150856971740723,0.38403022289276123,-0.019791971892118454","0.5106064677238464,0.4205561876296997,-0.02572012133896351","0.4636242687702179,0.4157102704048157,0.0020605355966836214","0.4802820086479187,0.3651406764984131,-0.009652700275182724","0.4939463138580322,0.37520936131477356,-0.01760631613433361","0.49659159779548645,0.4084482491016388,-0.021981636062264442"
0.25,"0.45924705266952515,0.5648249983787537,6.913575134603889e-08","0.5077095031738281,0.5577569007873535,-0.0118095139041543","0.5469827651977539,0.5156477093696594,-0.013407264836132526","0.5737884640693665,0.4612393379211426,-0.015839368104934692","0.5692967176437378,0.41150879859924316,-0.01830107904970646","0.5274165272712708,0.4644559621810913,0.006125671323388815","0.5454133749008179,0.4175102412700653,-0.0047002327628433704","0.552510142326355,0.4286377727985382,-0.01689869537949562","0.5499305129051208,0.4484383165836334,-0.024008048698306084","0.5097004771232605,0.44432708621025085,0.006593733094632626","0.5277993083000183,0.38406291604042053,-0.0058627063408494","0.535991907119751,0.4013962149620056,-0.020763492211699486","0.5323271751403809,0.43296054005622864,-0.029716219753026962","0.4892677366733551,0.4277275800704956,0.004340596497058868","0.5064200758934021,0.367200642824173,-0.007995282299816608","0.5170852541923523,0.38272613286972046,-0.019991768524050713","0.5135190486907959,0.4184216260910034,-0.026239560917019844","0.4649454653263092,0.41403132677078247,0.0009809978073462844","0.4811685085296631,0.3636655807495117,-0.009784644469618797","0.49456408619880676,0.3734103739261627,-0.017372192814946175","0.4975792169570923,0.4058942496776581,-0.021746180951595306"
0.25,"0.46086394786834717,0.5611943602561951,6.287005760441389e-08","0.510563313961029,0.557076096534729,-0.011078202165663242","0.5503554344177246,0.5145016312599182,-0.012138607911765575","0.577446699142456,0.46007752418518066,-0.01408468373119831","0.5743362307548523,0.4101429283618927,-0.01608366332948208","0.5307577848434448,0.46487343311309814,0.006122680380940437","0.550112783908844,0.4203970730304718,-0.00385106960311532","0.5562751889228821,0.4333992004394531,-0.015162591822445393","0.5531631112098694,0.4503961503505707,-0.0219989325851202","0.5128329992294312,0.4440908432006836,0.006288998760282993","0.5323498845100403,0.38519421219825745,-0.005344603676348925","0.5396240949630737,0.40174180269241333,-0.019335810095071793","0.5357608199119568,0.42892342805862427,-0.027870768681168556","0.49229416251182556,0.4265608489513397,0.003858703188598156","0.510883629322052,0.3652381896972656,-0.008207137696444988","0.5207520723342896,0.380596399307251,-0.019175320863723755","0.5164214372634888,0.4136000871658325,-0.024843847379088402","0.46769559383392334,0.41111788153648376,0.00042309967102482915","0.485347181558609,0.36200442910194397,-0.010562623851001263","0.49817678332328796,0.3718673288822174,-0.017595088109374046","0.5002216696739197,0.4021584391593933,-0.02152804285287857"
0.25,"0.4647229015827179,0.5545881986618042,4.6926945884706583e-08","0.5125824809074402,0.5525968074798584,-0.011709468439221382","0.5543839335441589,0.5139741897583008,-0.013536016456782818","0.5827057957649231,0.46134525537490845,-0.015826229006052017","0.5808035135269165,0.4113005995750427,-0.017881935462355614","0.5376207828521729,0.46266311407089233,0.002528717741370201","0.5575038194656372,0.4166656732559204,-0.008088481612503529","0.5612736940383911,0.4334099292755127,-0.01888567954301834","0.5563235878944397,0.4510008990764618,-0.025053177028894424","0.5193787217140198,0.44110268354415894,0.0031602715607732534","0.5387580990791321,0.38267701864242554,-0.008501876145601273","0.5445595979690552,0.4028836786746979,-0.021234115585684776","0.5394964218139648,0.4295880198478699,-0.02884029410779476","0.4985697567462921,0.42252495884895325,0.0013095539761707187","0.5169544219970703,0.3614259958267212,-0.010480341501533985","0.5256798267364502,0.3803127706050873,-0.020014436915516853","0.520350992679596,0.41220763325691223,-0.024744493886828423","0.473947137594223,0.4051586091518402,-0.0015550348907709122","0.4918883740901947,0.35671132802963257,-0.011908790096640587","0.5036444067955017,0.36883407831192017,-0.01785658486187458","0.5045306086540222,0.3983983099460602,-0.020960582420229912"
0.25,"0.46890905499458313,0.5467864274978638,4.250757967838581e-08","0.516460657119751,0.5479820966720581,-0.011182967573404312","0.5586304664611816,0.5094588994979858,-0.012615539133548737","0.5871702432632446,0.4561091959476471,-0.014490222558379173","0.5855164527893066,0.4059552848339081,-0.016155416145920753","0.5416752099990845,0.4572453200817108,0.0026680068112909794","0.5612295269966125,0.41287779808044434,-0.006306974217295647","0.5651347041130066,0.4312622547149658,-0.015435153618454933","0.5612552762031555,0.44781434535980225,-0.020845867693424225","0.524212121963501,0.4355308413505554,0.0032356465235352516","0.544266939163208,0.37926027178764343,-0.0074095334857702255","0.5492404103279114,0.402744323015213,-0.01859096623957157","0.5441696047782898,0.42767664790153503,-0.025174375623464584","0.5041449069976807,0.41607099771499634,0.0015139488968998194","0.5238783359527588,0.35599932074546814,-0.009883500635623932","0.5314499735832214,0.3788001835346222,-0.017935043200850487","0.5251719355583191,0.409450888633728,-0.02165169082581997","0.47990089654922485,0.3971685469150543,-0.001155781326815486","0.4995069205760956,0.34934794902801514,-0.01154264248907566","0.5103505849838257,0.3649178445339203,-0.016538387164473534","0.5095686912536621,0.3947352170944214,-0.01888313703238964"
0.25,"0.47396549582481384,0.53864985704422,8.502368586960074e-08","0.5218104124069214,0.5403919816017151,-0.012212587520480156","0.5641269087791443,0.504253625869751,-0.013755538500845432","0.5923598408699036,0.45202988386154175,-0.015595614910125732","0.5903779864311218,0.4023759961128235,-0.017302535474300385","0.5464061498641968,0.4489929974079132,0.004343978129327297","0.5652127861976624,0.40299171209335327,-0.0054410286247730255","0.5706506371498108,0.4160277545452118,-0.016153929755091667","0.5662369728088379,0.43535512685775757,-0.022151511162519455","0.5294652581214905,0.4271296262741089,0.00561498710885644","0.5492106080055237,0.37017056345939636,-0.0056611280888319016","0.5554015636444092,0.3893609046936035,-0.018733980134129524","0.5496912002563477,0.4196678102016449,-0.0263662151992321","0.5100105404853821,0.40724557638168335,0.004303493537008762","0.529334545135498,0.34959256649017334,-0.007606835570186377","0.5374827980995178,0.3674740195274353,-0.01808721199631691","0.5309728384017944,0.4011096954345703,-0.02313358150422573","0.4860970973968506,0.3887079060077667,0.0019707323517650366","0.5059317350387573,0.34212255477905273,-0.008714968338608742","0.5167144536972046,0.3551996648311615,-0.015075009316205978","0.5156832337379456,0.3866908848285675,-0.018269872292876244"
0.25,"0.4796159267425537,0.5304685831069946,7.680154112676973e-08","0.5273202657699585,0.531958818435669,-0.011886314488947392","0.5706117749214172,0.5000129342079163,-0.013733239844441414","0.6006552577018738,0.4520433247089386,-0.015837412327528","0.5989527702331543,0.403849333524704,-0.017690343782305717","0.5517871975898743,0.44347065687179565,0.0043738968670368195","0.57135009765625,0.39953315258026123,-0.0048784976825118065","0.5772645473480225,0.41067928075790405,-0.014923125505447388","0.5734438896179199,0.4265287518501282,-0.020571375265717506","0.535614550113678,0.42065390944480896,0.0054728686809539795","0.556782603263855,0.36445844173431396,-0.005370884668081999","0.5623475909233093,0.3844975233078003,-0.017273224890232086","0.555882453918457,0.4129329323768616,-0.023966150358319283","0.5168141722679138,0.40018218755722046,0.004034871701151133","0.5377969145774841,0.3419158458709717,-0.007324236910790205","0.545137882232666,0.3612487316131592,-0.016376828774809837","0.5377755165100098,0.39405956864356995,-0.020409705117344856","0.493694007396698,0.3815659284591675,0.0015193272847682238","0.5137218236923218,0.3344382047653198,-0.008507839404046535","0.5245659351348877,0.3477906882762909,-0.014033282175660133","0.5235956311225891,0.37839275598526,-0.01664630137383938"
0.25,"0.4853397011756897,0.5242014527320862,1.0381530302083775e-07","0.5348716378211975,0.5245432257652283,-0.011113102547824383","0.5787928104400635,0.49683308601379395,-0.012121163308620453","0.6096348762512207,0.4492346942424774,-0.013783455826342106","0.6087898015975952,0.3999970257282257,-0.015499785542488098","0.5615810751914978,0.4465547800064087,0.010484091006219387","0.5816548466682434,0.4120347201824188,0.0042866431176662445","0.588051438331604,0.41310572624206543,-0.004845708608627319","0.5864558219909668,0.41596734523773193,-0.010928360745310783","0.5454230904579163,0.4203657805919647,0.011412755586206913","0.5660990476608276,0.3677719831466675,0.0019857934676110744","0.571101725101471,0.38204312324523926,-0.010577470995485783","0.5654462575912476,0.40440183877944946,-0.01802818663418293","0.5261662006378174,0.3957415521144867,0.009795218706130981","0.5481051802635193,0.33866938948631287,-0.001358889858238399","0.5543934106826782,0.357110857963562,-0.010816406458616257","0.5462496280670166,0.3891023099422455,-0.014989904128015041","0.5023809671401978,0.3737766444683075,0.0071674226783216","0.5239571928977966,0.32659223675727844,-0.002935831667855382","0.5340522527694702,0.33989813923835754,-0.008360067382454872","0.5317512154579163,0.37122011184692383,-0.010802041739225388"
0.25,"0.493858277797699,0.514516294002533,1.1063282556733611e-07","0.542435348033905,0.5198785662651062,-0.011629818007349968","0.5868878960609436,0.49175432324409485,-0.013036598451435566","0.6161304116249084,0.44155052304267883,-0.01472995150834322","0.6148389577865601,0.39262914657592773,-0.01654195971786976","0.5686177611351013,0.4402455985546112,0.00482858344912529","0.5879011750221252,0.4037953317165375,-0.003286659484729171","0.5955328345298767,0.4098352789878845,-0.012483835220336914","0.5944023132324219,0.4179493188858032,-0.018120206892490387","0.5533451437950134,0.4131845533847809,0.005895583424717188","0.5740302205085754,0.36109188199043274,-0.004458230454474688","0.5805485844612122,0.3795276880264282,-0.01536989863961935","0.575008749961853,0.40577059984207153,-0.02145478129386902","0.5350462198257446,0.3878987431526184,0.004557478241622448","0.5571273565292358,0.3303265869617462,-0.0068440428003668785","0.5638232827186584,0.35075801610946655,-0.014204027131199837","0.5556061267852783,0.38398483395576477,-0.01683841459453106","0.5116186738014221,0.3645612895488739,0.0020953542552888393","0.5333625078201294,0.31790393590927124,-0.007966987788677216","0.5448399186134338,0.33068522810935974,-0.012645303271710873","0.5435156226158142,0.36130958795547485,-0.014457455836236477"
0.25,"0.5023970603942871,0.5050159096717834,1.2307290830904094e-07","0.5510755181312561,0.5114814043045044,-0.01264082733541727","0.5965126156806946,0.4869430959224701,-0.01473053265362978","0.6250957250595093,0.43843507766723633,-0.016745857894420624","0.6251890659332275,0.38856446743011475,-0.01873449608683586","0.5757601261138916,0.4345540404319763,0.002973073860630393","0.5956916213035583,0.3975358009338379,-0.006526994984596968","0.6026174426078796,0.40147578716278076,-0.016660749912261963","0.5996986031532288,0.4090701937675476,-0.022402431815862656","0.5605713129043579,0.4065481126308441,0.004621641710400581","0.5825526714324951,0.35531848669052124,-0.00633297860622406","0.5901092290878296,0.3696833848953247,-0.018059689551591873","0.5840799808502197,0.3961758315563202,-0.02453933283686638","0.5429697036743164,0.3806533217430115,0.0038478539790958166","0.565616250038147,0.32454776763916016,-0.0069657787680625916","0.5737599730491638,0.3413084149360657,-0.01441948488354683","0.5663986802101135,0.37415042519569397,-0.01715129055082798","0.5204959511756897,0.35754990577697754,0.0018390176119282842","0.5429526567459106,0.31292101740837097,-0.007306332234293222","0.5552749037742615,0.3225235044956207,-0.0117633156478405","0.5550573468208313,0.3504399359226227,-0.01336195133626461"
0.25,"0.5147784948348999,0.49343064427375793,1.0768084024448399e-07","0.564204216003418,0.5020140409469604,-0.01103963889181614","0.6081545948982239,0.4803503155708313,-0.012291458435356617","0.6355358362197876,0.43327513337135315,-0.013982643373310566","0.6368793249130249,0.3842925429344177,-0.01557376142591238","0.58870929479599,0.4228419065475464,0.005654914304614067","0.6112269163131714,0.38840723037719727,-0.003079861169680953","0.6158801913261414,0.39915305376052856,-0.01251398678869009","0.6106210947036743,0.4084712266921997,-0.017623869702219963","0.5731123685836792,0.39611363410949707,0.006669568829238415","0.5962927937507629,0.3476991057395935,-0.0033417956437915564","0.6020049452781677,0.36729374527931213,-0.014303972944617271","0.5950878858566284,0.3929094076156616,-0.02020847424864769","0.555234968662262,0.37092557549476624,0.005296757910400629","0.5791699886322021,0.31758078932762146,-0.00511346198618412","0.5856853723526001,0.33965426683425903,-0.011314594186842442","0.5774124264717102,0.371241956949234,-0.013099783100187778","0.5326409339904785,0.3478352427482605,0.0028337130788713694","0.5566148161888123,0.3031163215637207,-0.006210136692970991","0.5683066844940186,0.31715109944343567,-0.009286655113101006","0.5669308304786682,0.34657418727874756,-0.009595134295523167"
0.25,"0.5251252055168152,0.4806904196739197,6.81721701312199e-08","0.5753722190856934,0.4932931661605835,-0.01058370340615511","0.6195720434188843,0.47494497895240784,-0.011549755930900574","0.6478296518325806,0.4294947683811188,-0.01297676656395197","0.6505073308944702,0.38052457571029663,-0.01418334525078535","0.6012075543403625,0.4202841520309448,0.00360930897295475","0.6243942379951477,0.38533687591552734,-0.005432053469121456","0.6267976760864258,0.3990902006626129,-0.014248285442590714","0.6202759742736816,0.41008949279785156,-0.018825005739927292","0.5856997966766357,0.39189913868904114,0.0044653769582509995","0.6097933650016785,0.3458518981933594,-0.005363848060369492","0.6129677295684814,0.36639562249183655,-0.015478480607271194","0.6060343384742737,0.38974377512931824,-0.021103426814079285","0.5680879950523376,0.36436912417411804,0.003011025721207261","0.5928915143013,0.31493866443634033,-0.007934234105050564","0.5963329076766968,0.3378947079181671,-0.013869527727365494","0.5869477391242981,0.3670574128627777,-0.01556738093495369","0.5456421971321106,0.33738094568252563,0.0005858744843862951","0.5713261365890503,0.295718789100647,-0.009102029725909233","0.5813131332397461,0.3115369975566864,-0.012178592383861542","0.5786789059638977,0.3401613235473633,-0.01254989206790924"
0.25,"0.5370904207229614,0.46967417001724243,3.7309344946834244e-08","0.585686445236206,0.4858705997467041,-0.008823215961456299","0.6311391592025757,0.4701901972293854,-0.009467476978898048","0.6591507792472839,0.42629408836364746,-0.011000683531165123","0.6620321273803711,0.37816333770751953,-0.012189405970275402","0.6168439984321594,0.4156147539615631,0.0033839691895991564","0.643282949924469,0.38206180930137634,-0.006492566782981157","0.641414999961853,0.4013085961341858,-0.015070450492203236","0.63340824842453,0.4119870364665985,-0.019424492493271828","0.6003512740135193,0.3855232894420624,0.002953748684376478","0.6277405619621277,0.3444560170173645,-0.007213234435766935","0.6260480880737305,0.3710750341415405,-0.015866728499531746","0.6176329255104065,0.39067891240119934,-0.020311392843723297","0.5815384984016418,0.3575708866119385,0.0003981034969910979","0.6099361181259155,0.31186342239379883,-0.010699859820306301","0.6093094348907471,0.3419012427330017,-0.013324149884283543","0.598639190196991,0.3690469264984131,-0.012687256559729576","0.5580041408538818,0.32958856225013733,-0.0030341085512191057","0.5849354863166809,0.2903676927089691,-0.012469503097236156","0.5944089889526367,0.3096568286418915,-0.013275312259793282","0.5926107168197632,0.33686909079551697,-0.011864767409861088"
0.25,"0.5490604639053345,0.46179747581481934,-4.810588816184236e-09","0.5960890054702759,0.47864899039268494,-0.009155035018920898","0.6407977342605591,0.4651755690574646,-0.01103717926889658","0.669185221195221,0.42261114716529846,-0.01382858119904995","0.6714280843734741,0.37364137172698975,-0.01588520035147667","0.6304539442062378,0.40599051117897034,0.0001258351403521374","0.6571933031082153,0.3706509470939636,-0.011305488646030426","0.6526257991790771,0.4004055857658386,-0.01950952596962452","0.643128514289856,0.41609257459640503,-0.023217009380459785","0.6146901845932007,0.37677833437919617,-0.0005584574537351727","0.6424177885055542,0.3351917266845703,-0.011561078950762749","0.6368468999862671,0.3729223608970642,-0.018261270597577095","0.625293493270874,0.392361044883728,-0.020919201895594597","0.5961336493492126,0.349129855632782,-0.0033582323230803013","0.6257076263427734,0.30295246839523315,-0.014557534828782082","0.622265100479126,0.34109580516815186,-0.014215545728802681","0.6089992523193359,0.36626794934272766,-0.011417613364756107","0.5728887319564819,0.3208390176296234,-0.0071127149276435375","0.5998690724372864,0.27970778942108154,-0.01661437191069126","0.6071683764457703,0.3074865937232971,-0.015606864355504513","0.6019062399864197,0.3369212746620178,-0.012612035498023033"
0.25,"0.5561426281929016,0.4539373219013214,3.187599517673334e-08","0.6047319173812866,0.471378892660141,-0.008917098864912987","0.6481895446777344,0.46026185154914856,-0.008913400582969189","0.6784694194793701,0.41992202401161194,-0.009985222481191158","0.6834964752197266,0.37020015716552734,-0.010698094964027405","0.6361914873123169,0.40218469500541687,0.009739890694618225","0.6607000827789307,0.37412524223327637,0.0031503101345151663","0.6586982607841492,0.3941406309604645,-0.004480253905057907","0.6535040140151978,0.4048522710800171,-0.009110108017921448","0.6217442750930786,0.3725980818271637,0.009838417172431946","0.6477590799331665,0.33394187688827515,0.00044841054477728903","0.6446888446807861,0.36102139949798584,-0.009761786088347435","0.6352946162223816,0.38146817684173584,-0.015208527445793152","0.6043818593025208,0.34356725215911865,0.0077254329808056355","0.6327020525932312,0.29903799295425415,-0.003469451330602169","0.6306652426719666,0.3293899893760681,-0.008086995221674442","0.6178984045982361,0.35694995522499084,-0.008585965260863304","0.5826796889305115,0.31411051750183105,0.00476535689085722","0.6105295419692993,0.27635014057159424,-0.004991595633327961","0.6177030205726624,0.29907575249671936,-0.00678102346137166","0.612408459186554,0.32886946201324463,-0.006033489014953375"
0.25,"0.5659366846084595,0.4473097622394562,2.5375584300491028e-08","0.612947404384613,0.4650784730911255,-0.007894475013017654","0.6555233001708984,0.45615696907043457,-0.008671477437019348","0.6854674220085144,0.41646575927734375,-0.010911415331065655","0.6907012462615967,0.3661286532878876,-0.012968971394002438","0.6470882296562195,0.40126001834869385,0.00906985905021429","0.6713297367095947,0.37414711713790894,0.001003478653728962","0.668305516242981,0.3947436213493347,-0.007579409517347813","0.6605395078659058,0.4055652618408203,-0.012384624220430851","0.6329799890518188,0.36981210112571716,0.008408952504396439","0.6590254902839661,0.33269432187080383,-0.00028448537341319025","0.6543652415275574,0.3625088632106781,-0.009159398265182972","0.6436995267868042,0.3819482922554016,-0.013751237653195858","0.6154675483703613,0.33948618173599243,0.005548057146370411","0.644239604473114,0.29804113507270813,-0.004599310923367739","0.6404348015785217,0.3307288885116577,-0.007015592884272337","0.6265749931335449,0.35556772351264954,-0.006181774195283651","0.5929564237594604,0.30935266613960266,0.001817178912460804","0.6208219528198242,0.2720711827278137,-0.007021900732070208","0.6281867623329163,0.29699963331222534,-0.00724130030721426","0.6230904459953308,0.32628780603408813,-0.005345679819583893"
0.25,"0.5728017091751099,0.44258129596710205,1.2058904985678964e-07","0.6205448508262634,0.4636511206626892,-0.006992703769356012","0.662167489528656,0.45374947786331177,-0.005761417094618082","0.6926133036613464,0.41376155614852905,-0.006348791066557169","0.697749674320221,0.36341971158981323,-0.007342088967561722","0.6489458680152893,0.40327098965644836,0.019459769129753113","0.6711151599884033,0.3816831707954407,0.014889433979988098","0.6773052215576172,0.3840954601764679,0.005900485906749964","0.6768447160720825,0.383453369140625,-0.0003125112853012979","0.6356509923934937,0.36951765418052673,0.01895049773156643","0.6621863842010498,0.3342836797237396,0.01003195345401764","0.664892852306366,0.3516491651535034,-0.003504949389025569","0.6568220853805542,0.36933276057243347,-0.011365463025867939","0.619644045829773,0.3359562158584595,0.016062194481492043","0.6499783396720886,0.29356464743614197,0.004484259057790041","0.652092456817627,0.31957709789276123,-0.0044564721174538136","0.6386774778366089,0.34784483909606934,-0.007708182092756033","0.599509060382843,0.30267417430877686,0.012604237534105778","0.6288716793060303,0.2706837058067322,0.0020124942529946566","0.6364507079124451,0.292954683303833,-0.0025935100857168436","0.6290783286094666,0.32369595766067505,-0.003972602542489767"
0.25,"0.5829237103462219,0.43742987513542175,1.1277500533424245e-07","0.6301461458206177,0.457394540309906,-0.0060691614635288715","0.6690877676010132,0.44634532928466797,-0.004565161652863026","0.6984099745750427,0.40888550877571106,-0.005200142506510019","0.7041428089141846,0.3605401813983917,-0.005796022713184357","0.655079185962677,0.3934728503227234,0.021884961053729057","0.6791861057281494,0.37091389298439026,0.01658509485423565","0.6825196146965027,0.38414639234542847,0.0077468762174248695","0.6784507036209106,0.39295241236686707,0.002404964528977871","0.642676055431366,0.361824095249176,0.02105824276804924","0.6705753803253174,0.32572367787361145,0.012642922811210155","0.6709318161010742,0.3513951599597931,0.0003368392353877425","0.6607028841972351,0.3728730082511902,-0.006256874185055494","0.6272212266921997,0.3294452130794525,0.01755969598889351","0.6586893796920776,0.2886607050895691,0.005772964563220739","0.6588690280914307,0.3217273950576782,-0.0016516520408913493","0.644679605960846,0.3502911329269409,-0.0033801703248173","0.6075513958930969,0.29698991775512695,0.013578701764345169","0.6375740766525269,0.26822659373283386,0.002840498462319374","0.6429246068000793,0.29583144187927246,-0.0004573983314912766","0.6338521838188171,0.32642483711242676,-0.0004551058227661997"
0.25,"0.587997555732727,0.4337071180343628,1.5229032612751325e-07","0.6367921233177185,0.4498177170753479,-0.0057920473627746105","0.6751472353935242,0.4420837163925171,-0.003153405385091901","0.7028999328613281,0.40575873851776123,-0.002753498964011669","0.7083767056465149,0.3569459319114685,-0.002555382903665304","0.6563623547554016,0.39479050040245056,0.027373339980840683","0.6772331595420837,0.3778241276741028,0.02302326261997223","0.6847915649414062,0.3749152421951294,0.013050420209765434","0.684881865978241,0.3725755214691162,0.00663392199203372","0.6437304615974426,0.3624075651168823,0.026894962415099144","0.6702593564987183,0.3309078514575958,0.018400922417640686","0.675669252872467,0.33844608068466187,0.0028089098632335663","0.670317530632019,0.35506153106689453,-0.00631291326135397","0.6284406781196594,0.32838135957717896,0.023513931781053543","0.657832145690918,0.2902325391769409,0.01204750407487154","0.6629644632339478,0.30779752135276794,0.0001121165114454925","0.6527312994003296,0.3374239206314087,-0.004841778893023729","0.6092190146446228,0.2951260209083557,0.019661234691739082","0.6377390623092651,0.2639765441417694,0.009883084334433079","0.648455023765564,0.2789536118507385,0.0038576407823711634","0.645890474319458,0.3087054193019867,0.001431361655704677"
0.25,"0.5945865511894226,0.43232762813568115,1.914407050662703e-07","0.6400253772735596,0.44989213347435,-0.008047201670706272","0.6799715757369995,0.43973761796951294,-0.006997333839535713","0.7074306607246399,0.40638208389282227,-0.00720593985170126","0.7134636640548706,0.36087507009506226,-0.007169303949922323","0.6572895646095276,0.389262318611145,0.01796240545809269","0.6795114874839783,0.3637276589870453,0.011722136288881302","0.68998783826828,0.3654407858848572,0.0023200020659714937","0.6892678737640381,0.3696964681148529,-0.0028523094952106476","0.6444312930107117,0.35839563608169556,0.01820300705730915","0.6721240282058716,0.31953102350234985,0.00913425162434578","0.6821244359016418,0.33198198676109314,-0.004804196301847696","0.6765036582946777,0.35448789596557617,-0.012802695855498314","0.6297959089279175,0.32690978050231934,0.015641188248991966","0.6602203845977783,0.2830040156841278,0.004957732278853655","0.6693991422653198,0.3024305999279022,-0.00572270667180419","0.6600550413131714,0.3323652148246765,-0.010257613845169544","0.6114886999130249,0.29645663499832153,0.012385254725813866","0.6401939988136292,0.26187747716903687,0.00336756044998765","0.653322696685791,0.276653528213501,-0.0025138072669506073","0.6514782309532166,0.3054373860359192,-0.005174784921109676"
0.25,"0.5994378924369812,0.43296003341674805,1.659164183820394e-07","0.6445813179016113,0.44844093918800354,-0.009282466024160385","0.6851204037666321,0.4374615252017975,-0.009288384579122066","0.7123755812644958,0.40216585993766785,-0.010246234945952892","0.7177042365074158,0.3558984100818634,-0.011077235452830791","0.6640679836273193,0.3854967951774597,0.013945394195616245","0.6865782141685486,0.35854479670524597,0.006057564169168472","0.696782112121582,0.3631555736064911,-0.004477475304156542","0.6963214874267578,0.3711264729499817,-0.010327166877686977","0.6506941914558411,0.3570723235607147,0.014751271344721317","0.6785333156585693,0.3168489336967468,0.005005871411412954","0.6869279742240906,0.328549861907959,-0.008924338966608047","0.6815569996833801,0.35206690430641174,-0.017181677743792534","0.6353499889373779,0.32730820775032043,0.012822841294109821","0.6650444865226746,0.2824658453464508,0.0016309339553117752","0.673103928565979,0.29849857091903687,-0.008872563019394875","0.6642557978630066,0.3287096619606018,-0.013474098406732082","0.615969717502594,0.2978666126728058,0.010119345039129257","0.6435716152191162,0.26116910576820374,0.0006029144860804081","0.6569093465805054,0.2731630802154541,-0.005393545608967543","0.6560331583023071,0.30184856057167053,-0.008206392638385296"
0.25,"0.6035569906234741,0.4320065379142761,2.0690944779744314e-07","0.6489036679267883,0.4450620114803314,-0.008749335072934628","0.6882827877998352,0.4336296319961548,-0.008582270704209805","0.7150694131851196,0.4036844074726105,-0.009408623911440372","0.7198795676231384,0.359685480594635,-0.009998599998652935","0.663217306137085,0.38081786036491394,0.015845753252506256","0.6858487129211426,0.35340532660484314,0.008819237351417542","0.697536826133728,0.3576394021511078,-0.0016286498866975307","0.6981467008590698,0.366939902305603,-0.0074098617769777775","0.6502639055252075,0.35359659790992737,0.016364000737667084","0.6783015727996826,0.3142777979373932,0.007552339229732752","0.6892461180686951,0.3247511088848114,-0.007201856002211571","0.6848211884498596,0.3492322564125061,-0.016191182658076286","0.6353785991668701,0.324365496635437,0.014161734841763973","0.6651566624641418,0.2806518077850342,0.004482414107769728","0.6764777302742004,0.29542577266693115,-0.007020289544016123","0.6699085235595703,0.32479822635650635,-0.012723482213914394","0.6170384287834167,0.296477735042572,0.011213423684239388","0.6448403596878052,0.2594766318798065,0.0034491922706365585","0.659298300743103,0.26999589800834656,-0.0023472635075449944","0.6595059633255005,0.2971533238887787,-0.005389540456235409"
0.25,"0.6025689840316772,0.4328961670398712,2.3453627306935232e-07","0.6485487818717957,0.44551730155944824,-0.010755771771073341","0.6890542507171631,0.43071448802948,-0.01080545037984848","0.7168800830841064,0.39294081926345825,-0.011722306720912457","0.7188116908073425,0.344914972782135,-0.01269218884408474","0.6640500426292419,0.38005051016807556,0.01843561977148056","0.6858232021331787,0.35378599166870117,0.012871786020696163","0.6986781358718872,0.3522433340549469,0.0018716176273301244","0.7009865045547485,0.3579883575439453,-0.005133708007633686","0.650547981262207,0.3530210256576538,0.019750289618968964","0.6774861216545105,0.315035879611969,0.011487700045108795","0.6890339851379395,0.31846776604652405,-0.0056634219363331795","0.686399519443512,0.34183695912361145,-0.017069576308131218","0.6353791952133179,0.32369568943977356,0.018085170537233353","0.6629775166511536,0.28171032667160034,0.008451960980892181","0.6756181120872498,0.2876347005367279,-0.006371346302330494","0.6708394885063171,0.3174424469470978,-0.014917291700839996","0.6162588596343994,0.29531481862068176,0.015543799847364426","0.6433278322219849,0.2605047821998596,0.007733320817351341","0.6582266688346863,0.2645058035850525,-8.206711208913475e-05","0.6596040725708008,0.29020071029663086,-0.005161197856068611"
