gesture,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20]
0.0,"0.4312114715576172,0.6106840372085571,-1.0712442133353761e-07","0.4135308265686035,0.5927990674972534,-0.0265072435140609","0.4073554873466491,0.5551085472106934,-0.0345528498291969","0.4044033885002136,0.5234741568565369,-0.0365086682140827","0.4015944600105285,0.5009486675262451,-0.03483821824193","0.4454448223114013,0.5174826979637146,-0.0220871586352586","0.4139061570167541,0.4904472231864929,-0.0314973331987857","0.4100654423236847,0.5189539194107056,-0.0359086133539676","0.419231504201889,0.534462571144104,-0.0374463833868503","0.4477798640727997,0.511523962020874,-0.0094678401947021","0.41444993019104,0.4921921491622925,-0.019994793459773","0.4115045070648193,0.5182117819786072,-0.0219418667256832","0.4213549196720123,0.5290006399154663,-0.021242506802082","0.4449257850646972,0.5104079842567444,0.0008226038771681","0.4166670739650726,0.4938129186630249,-0.0086539415642619","0.4133109152317047,0.5147949457168579,-0.0079015605151653","0.4218693077564239,0.5242677927017212,-0.0051982426084578","0.4399305582046509,0.5120528936386108,0.0088586639612913","0.4203070998191833,0.4993146657943725,0.0006138136377558","0.4180937111377716,0.5142815709114075,-0.0011927096638828","0.4248724281787872,0.5250497460365295,0.0001159498133347"
0.0,"0.4303166568279266,0.6094586849212646,-1.169096819353399e-07","0.4138391017913818,0.5913979411125183,-0.0244196038693189","0.4076971411705017,0.5538018345832825,-0.031414158642292","0.4043910503387451,0.5232064127922058,-0.0328404270112514","0.4011413156986236,0.50164395570755,-0.0307427775114774","0.4452711343765259,0.5175641179084778,-0.0196913499385118","0.4143803715705871,0.4906665980815887,-0.0288591813296079","0.4104179143905639,0.5184451937675476,-0.033116552978754","0.4192105531692505,0.5340537428855896,-0.0344487801194191","0.4468152225017547,0.5114971399307251,-0.0081723816692829","0.414588987827301,0.4921835660934448,-0.0185608323663473","0.4113696813583374,0.5182071328163147,-0.0203655660152435","0.4209414720535278,0.5290957689285278,-0.019330009818077","0.4436003267765045,0.5100377798080444,0.0010805159108713","0.416112333536148,0.4937068223953247,-0.0086194369941949","0.4129780828952789,0.5149142742156982,-0.0079110441729426","0.4216401875019073,0.5241073369979858,-0.0049636540934443","0.438537061214447,0.5118001103401184,0.0082711717113852","0.4194693565368652,0.4989898800849914,3.5122200642945245e-05","0.4173513650894165,0.5141874551773071,-0.0014920806279405","0.4241392910480499,0.5245590209960938,0.0001515209733042"
0.0,"0.4303317070007324,0.6086276769638062,-1.1026926216572976e-07","0.4141015112400055,0.5921378135681152,-0.0248911883682012","0.4082042574882507,0.5554935932159424,-0.0324622727930545","0.4048184156417846,0.5241221785545349,-0.0343055538833141","0.4016303718090057,0.5019272565841675,-0.0327100940048694","0.4456647038459778,0.5182316303253174,-0.0210431143641471","0.4152560830116272,0.4906643033027649,-0.0298787653446197","0.411235362291336,0.5177474617958069,-0.0339446999132633","0.4197367429733276,0.5334486961364746,-0.0352574773132801","0.447155624628067,0.5119370818138123,-0.0091404216364026","0.4156494140625,0.4916495084762573,-0.019339021295309","0.4122514426708221,0.5165631771087646,-0.021279564127326","0.4215364754199981,0.5274567604064941,-0.0204855576157569","0.4438607096672058,0.5101786851882935,0.0006671302835457","0.4169414639472961,0.4932931065559387,-0.0087140118703246","0.413690984249115,0.513254702091217,-0.008056728169322","0.4222674667835235,0.5224802494049072,-0.0053165140561759","0.4385651350021362,0.5113654136657715,0.0084414537996053","0.4200115501880646,0.4975641965866089,0.0003996897430624","0.4176884889602661,0.5122066140174866,-0.0010177412768825","0.4243378639221191,0.5228846073150635,0.0006148777320049"
0.0,"0.4306512176990509,0.6089968681335449,-1.213242200037712e-07","0.4141249060630798,0.5923380255699158,-0.0235965121537446","0.4082671403884887,0.5552787780761719,-0.0306136459112167","0.4053303003311157,0.5241512656211853,-0.0322720743715763","0.4022669792175293,0.50155109167099,-0.0304199382662773","0.4457949995994568,0.5180276036262512,-0.0194404982030391","0.4154551923274994,0.4906994700431824,-0.0283250119537115","0.4112710058689117,0.5191529989242554,-0.0323988795280456","0.4199134707450866,0.5350860357284546,-0.0337725393474102","0.4472752809524536,0.5115537047386169,-0.0084736803546547","0.4153075814247131,0.4910889267921448,-0.0188112929463386","0.4119801819324493,0.5176898241043091,-0.0205278918147087","0.4214922487735748,0.5290332436561584,-0.0195022542029619","0.4439532160758972,0.5097838044166565,0.0003864475002046","0.4165129363536834,0.4926106035709381,-0.0090367496013641","0.4133893251419067,0.5148311853408813,-0.0078319776803255","0.422122597694397,0.524970531463623,-0.0047063524834811","0.438642144203186,0.5113716721534729,0.0072370059788227","0.419405072927475,0.4979369640350342,-0.0009622533107176","0.4175906777381897,0.5137714147567749,-0.0021770528983324","0.4249002933502197,0.5247693061828613,-0.0003513615520205"
0.0,"0.4306008219718933,0.6085642576217651,-1.0987635334913649e-07","0.4142615497112274,0.5918998122215271,-0.0242794752120971","0.4083075225353241,0.5548772811889648,-0.0315478332340717","0.4050027430057525,0.523444652557373,-0.033345952630043","0.4017333984375,0.5009016990661621,-0.0315851792693138","0.4455110430717468,0.5177890658378601,-0.0193227548152208","0.4152573943138122,0.4906952977180481,-0.0285411123186349","0.4115926325321197,0.5187342166900635,-0.0328785590827465","0.4205347895622253,0.534117579460144,-0.0343237370252609","0.4471459686756134,0.5116022229194641,-0.0079375589266419","0.4152591824531555,0.4915015399456024,-0.0185742620378732","0.412388801574707,0.5172613263130188,-0.0205346383154392","0.4221234619617462,0.5278472304344177,-0.0196204744279384","0.4440392255783081,0.5098960399627686,0.0011992085492238","0.4169744253158569,0.4929738044738769,-0.0084357000887393","0.4140411913394928,0.5138264894485474,-0.0075240135192871","0.422831118106842,0.5229901671409607,-0.0045169712975621","0.4389850199222564,0.511177122592926,0.0082816695794463","0.420189768075943,0.4977599382400512,0.0001734077377477","0.41823810338974,0.512718915939331,-0.0012124144705012","0.425392210483551,0.5231944918632507,0.0004967406857758"
0.0,"0.4304560720920563,0.6088017225265503,-1.1956609569097054e-07","0.414326012134552,0.5920700430870056,-0.0223810356110334","0.408730149269104,0.5556547045707703,-0.029261153191328","0.4053548872470855,0.5237794518470764,-0.0312195625156164","0.4017171561717987,0.5007761716842651,-0.0297610536217689","0.4455016255378723,0.5186107158660889,-0.0179134495556354","0.4157112240791321,0.4908677935600281,-0.0272498950362205","0.4118025004863739,0.5183739066123962,-0.0317819900810718","0.4204604923725128,0.5344526171684265,-0.0334235280752182","0.4471405744552612,0.5121085047721863,-0.0078084697015583","0.4157729148864746,0.4911179542541504,-0.0184651091694831","0.41261687874794,0.5166333317756653,-0.0204557962715625","0.4220878183841705,0.527531087398529,-0.019603269174695","0.4440870285034179,0.5104036331176758,0.0001735449332045","0.4171548783779144,0.4923464357852936,-0.0096628600731492","0.4140718579292297,0.5132747888565063,-0.0084516983479261","0.4226314127445221,0.522969126701355,-0.0052365120500326","0.4389891326427459,0.512077271938324,0.0062394333072006","0.4201542437076568,0.4977298676967621,-0.0022391038946807","0.4181882739067077,0.5126936435699463,-0.0033950272481888","0.4253436326980591,0.5232207179069519,-0.0014853888424113"
0.0,"0.4304547309875488,0.6082882285118103,-1.047865012537841e-07","0.4143524467945099,0.59157794713974,-0.0247006807476282","0.4085843563079834,0.5552299618721008,-0.032218474894762","0.4053276181221008,0.5236360430717468,-0.0342102609574794","0.4020170271396637,0.500907301902771,-0.0326589420437812","0.4454226493835449,0.5178335309028625,-0.0195082202553749","0.4153449237346649,0.4910618662834167,-0.029046032577753","0.411661833524704,0.5186395645141602,-0.0337034091353416","0.420716792345047,0.5336350202560425,-0.0353986769914627","0.4472132325172424,0.511676549911499,-0.008051767013967","0.4153692722320556,0.4920377433300018,-0.018869549036026","0.4124990701675415,0.5170689821243286,-0.0209925230592489","0.4223019778728485,0.5271480679512024,-0.0202312003821134","0.4440785050392151,0.5101949572563171,0.0010694898664951","0.416999876499176,0.493888109922409,-0.0088869119063019","0.4142373502254486,0.5138707756996155,-0.0081258965656161","0.4231473207473755,0.5223771333694458,-0.0051982821896672","0.4389376640319824,0.5115472674369812,0.008095902390778","0.4202426373958587,0.4986141324043274,-0.0003050389350391","0.4183088541030884,0.5130939483642578,-0.0018333322368562","0.4253861606121063,0.5230861902236938,-0.0002159741416107"
0.0,"0.4307699501514435,0.6081142425537109,-9.906106868129429e-08","0.4144226610660553,0.5921656489372253,-0.0253887809813022","0.4086128175258636,0.5556842684745789,-0.0332116894423961","0.4054307043552398,0.5234748125076294,-0.0352915488183498","0.4023275673389435,0.5005351901054382,-0.0338053293526172","0.4450504779815674,0.5174189209938049,-0.0202775709331035","0.4152483940124511,0.4906783699989319,-0.0296005383133888","0.4118672609329223,0.51787930727005,-0.0340562239289283","0.4210031032562256,0.5322377681732178,-0.0356789082288742","0.4474059343338012,0.5116477608680725,-0.0083332573994994","0.4156907498836517,0.4918611049652099,-0.0189767852425575","0.4128799438476562,0.5165688991546631,-0.0209809262305498","0.422482818365097,0.5263722538948059,-0.0202078074216842","0.444621741771698,0.5103280544281006,0.0012762600090354","0.4175673723220825,0.493880033493042,-0.0085865948349237","0.4146487116813659,0.5137523412704468,-0.0078084049746394","0.4233380854129791,0.5221740007400513,-0.0049129505641758","0.4396964609622955,0.5113465189933777,0.0087620401754975","0.4208303093910217,0.4981023967266083,0.0003980038454756","0.4187828302383423,0.5125675797462463,-0.001211552764289","0.425750583410263,0.5225263833999634,0.0003102730261161"
0.0,"0.4307693839073181,0.6078904867172241,-1.0646277814885253e-07","0.4148467183113098,0.5920463800430298,-0.0244602877646684","0.4089465141296386,0.5570314526557922,-0.032147217541933","0.4054619371891022,0.5252602696418762,-0.0343768745660781","0.4016836881637573,0.5012059807777405,-0.0331041440367698","0.4454381167888641,0.5179517865180969,-0.0198851060122251","0.415486991405487,0.4904700815677643,-0.029267543926835","0.411981999874115,0.5176014304161072,-0.0337658338248729","0.4207760393619537,0.5326598286628723,-0.0353877916932106","0.4473124146461487,0.5119250416755676,-0.0085753994062542","0.4154355227947235,0.4913590848445892,-0.0194103736430406","0.4125921726226806,0.5165733098983765,-0.0216486733406782","0.4220859110355377,0.5273305773735046,-0.0209858007729053","0.444282591342926,0.5102378129959106,0.000505490344949","0.4171829223632812,0.4928840696811676,-0.009384149685502","0.4143128395080566,0.513260006904602,-0.0086724888533353","0.422995001077652,0.5223699808120728,-0.0058164088986814","0.4391404986381531,0.5113292336463928,0.00752659374848","0.4205113053321838,0.4979418218135834,-0.0009829500922933","0.4186678230762481,0.5124479532241821,-0.0026615026872605","0.4257597625255584,0.522702693939209,-0.0011549919145181"
0.0,"0.4308504462242126,0.6075201034545898,-1.1140782874008437e-07","0.4148902595043182,0.5913979411125183,-0.023220982402563","0.4088973104953766,0.5569210052490234,-0.030622286722064","0.4050410985946655,0.5254388451576233,-0.032931987196207","0.4010128080844879,0.5016067624092102,-0.0317981876432895","0.4449760913848877,0.5182648301124573,-0.0188137553632259","0.4153941869735718,0.4900732636451721,-0.0284441653639078","0.4118716418743133,0.5174704194068909,-0.03317691385746","0.4205726981163025,0.5333371758460999,-0.0349075011909008","0.4469412863254547,0.5120262503623962,-0.0082870721817016","0.4153474569320678,0.4908944964408874,-0.0192060675472021","0.4125252664089203,0.516398549079895,-0.0214758701622486","0.4219917953014374,0.5275311470031738,-0.0208370983600616","0.4440926909446716,0.5102291703224182,5.399220026447438e-05","0.4171720445156097,0.4923957586288452,-0.0098845064640045","0.4143054783344269,0.5131075382232666,-0.0090352771803736","0.4229865074157715,0.5226893424987793,-0.0060817981138825","0.4391749799251556,0.5114008784294128,0.006426069419831","0.4205265939235687,0.4972874522209167,-0.0020437522325664","0.4186269640922546,0.5119237899780273,-0.0034873848780989","0.4256910383701324,0.5226104259490967,-0.0018112296238541"
0.0,"0.4301673769950866,0.6074720025062561,-1.0113318893445469e-07","0.4147521257400512,0.5920893549919128,-0.0259789694100618","0.4092318117618561,0.5573745965957642,-0.0342753417789936","0.4056519269943237,0.5258110761642456,-0.0367255993187427","0.4015634953975677,0.5021952986717224,-0.0356097631156444","0.4461124241352081,0.5176650285720825,-0.021540630608797","0.4155681729316711,0.4903593361377716,-0.0313416384160518","0.4118334054946899,0.5175119042396545,-0.036037016659975","0.4207399785518646,0.5319705605506897,-0.0377031154930591","0.4474170207977295,0.5112535953521729,-0.0094545083120465","0.415255069732666,0.4909166693687439,-0.0206645838916301","0.4121741056442261,0.5161350965499878,-0.0230582933872938","0.421781986951828,0.5263392329216003,-0.0224336478859186","0.4439215660095215,0.5093342065811157,0.0003204780514352","0.4168544411659241,0.492205262184143,-0.0098677854984998","0.4136884212493896,0.5125068426132202,-0.0093491589650511","0.4224130511283874,0.5212202072143555,-0.0065470626577734","0.4384443163871765,0.5101896524429321,0.0079385349527001","0.4202274680137634,0.4969770312309265,-0.0005849196459166","0.4179204106330871,0.511262834072113,-0.002334467601031","0.4246415197849273,0.5215889811515808,-0.0008497579838149"
0.0,"0.4302842319011688,0.6071116924285889,-1.0069820177704969e-07","0.4148651957511902,0.5916469693183899,-0.0247904751449823","0.4089504778385162,0.5573740005493164,-0.0324860401451587","0.4048208594322204,0.5260714888572693,-0.0346017442643642","0.4007294476032257,0.5023534893989563,-0.0331204831600189","0.4450340867042541,0.517189085483551,-0.0196401067078113","0.4151720702648163,0.4908645153045654,-0.0291584767401218","0.4119151532649994,0.5183560252189636,-0.0338314771652221","0.4210476577281952,0.5326673984527588,-0.0355660170316696","0.4470034539699554,0.5111010670661926,-0.0082366801798343","0.4152460396289825,0.4908388555049896,-0.0189477428793907","0.4124892652034759,0.5162472128868103,-0.0211063921451568","0.4219867587089538,0.5266473293304443,-0.0203738715499639","0.4439327716827392,0.5094583034515381,0.0008518684771843","0.4169929325580597,0.4928243160247803,-0.0090075666084885","0.4142086207866668,0.5138169527053833,-0.0082694524899125","0.4228996932506561,0.5225450396537781,-0.0053562051616609","0.4386640787124634,0.5109264254570007,0.0078428639099001","0.4201078712940216,0.4982814192771911,-0.0004051914438605","0.4184539318084717,0.5130366086959839,-0.0018844382138922","0.4254787862300873,0.5230644941329956,-0.0002221481699962"
0.0,"0.4301651418209076,0.6075448393821716,-1.0013262397023937e-07","0.4151948988437652,0.5931522846221924,-0.0254587158560752","0.4091696739196777,0.5589427947998047,-0.0335046276450157","0.4050654470920563,0.5271593928337097,-0.0358063168823719","0.4009453654289245,0.5030975341796875,-0.0343896299600601","0.4453446269035339,0.5187641382217407,-0.0208194740116596","0.4149358868598938,0.4915163218975067,-0.0307044610381126","0.4119024574756622,0.5189564228057861,-0.0353604778647422","0.4211626648902893,0.5328514575958252,-0.0369973331689834","0.4467698335647583,0.5119211673736572,-0.0091030420735478","0.4146073758602142,0.4921274185180664,-0.0201357658952474","0.4122397005558014,0.5172390937805176,-0.022156722843647","0.4219566881656647,0.5266054272651672,-0.0212513022124767","0.443333238363266,0.5095623731613159,0.0002335303433937","0.4162197709083557,0.4939440488815307,-0.009900533594191","0.4140758216381073,0.5141293406486511,-0.009187520481646","0.4230692982673645,0.5216633677482605,-0.0062294192612171","0.4378360509872436,0.510122537612915,0.0074209012091159","0.4195359349250793,0.49857097864151,-0.0010867094388231","0.418150782585144,0.5129004120826721,-0.002768458565697","0.4252609610557556,0.522071123123169,-0.0011831721058115"
0.0,"0.4306197166442871,0.6078453063964844,-1.0112439952081333e-07","0.4151781499385834,0.5929669737815857,-0.0246201697736978","0.4090595245361328,0.5577269792556763,-0.0321941599249839","0.4049485027790069,0.5256121158599854,-0.0342134721577167","0.4005973637104034,0.5019809007644653,-0.0325857177376747","0.4441962540149688,0.5183792114257812,-0.01933204382658","0.414926677942276,0.4915243685245514,-0.0289318729192018","0.4117863774299621,0.5186414122581482,-0.0335454121232032","0.4207637906074524,0.5331636071205139,-0.0351824723184108","0.4458211362361908,0.511658251285553,-0.0080170035362243","0.4143835604190826,0.4922555387020111,-0.0187974385917186","0.4119340181350708,0.5174664855003357,-0.020789548754692","0.421493649482727,0.5273838639259338,-0.019824368879199","0.4425250291824341,0.5096895694732666,0.0009308141306973","0.4158875346183777,0.4946374893188476,-0.009065787307918","0.4137099087238312,0.5150900483131409,-0.0082217687740921","0.4225609600543976,0.5229864120483398,-0.0051357541233301","0.4372510612010956,0.5106934905052185,0.0077961343340575","0.4188375174999237,0.4989494681358337,-0.0005434338818304","0.4176281988620758,0.5135192275047302,-0.0019610382150858","0.4249356687068939,0.5226632952690125,-0.0002025875583058"
0.0,"0.4304253458976745,0.6080067157745361,-1.1326000759481759e-07","0.4146953821182251,0.5932905673980713,-0.0236597415059804","0.4087770581245422,0.5597341656684875,-0.0314263887703418","0.4049955606460571,0.5274871587753296,-0.0339281745254993","0.4003595411777496,0.5030876994132996,-0.0330433137714862","0.4445115625858307,0.518532931804657,-0.019641799852252","0.415167361497879,0.4910452961921692,-0.0291477143764495","0.4114747643470764,0.5173496007919312,-0.0338111035525798","0.4197779595851898,0.5326629877090454,-0.0355234444141387","0.4466148018836975,0.5116016864776611,-0.0087746921926736","0.4151143431663513,0.4917113184928894,-0.0194368734955787","0.4119004607200622,0.5164918899536133,-0.0216860752552747","0.4210287034511566,0.527009904384613,-0.0211316347122192","0.4436490833759308,0.509719967842102,-3.013205059687607e-05","0.4166791439056396,0.4930964708328247,-0.0098683824762701","0.4135880768299103,0.5130307674407959,-0.0090976106002926","0.4219652414321899,0.5221140384674072,-0.0062688123434782","0.438511848449707,0.5108494758605957,0.0067591806873679","0.4198802411556244,0.4976588785648346,-0.0017022731481119","0.4175710082054138,0.5117761492729187,-0.0031450253445655","0.4241711795330047,0.5220707058906555,-0.0014820526121184"
0.0,"0.4296603202819824,0.6070818305015564,-1.0244112047530508e-07","0.4146482646465301,0.592954158782959,-0.0247581247240304","0.408794641494751,0.5593608617782593,-0.0329079516232013","0.4049254357814789,0.5270535945892334,-0.0356520190834999","0.4004474580287933,0.5021584630012512,-0.0347995050251483","0.4440191388130188,0.5182251334190369,-0.0200201626867055","0.4145110845565796,0.4912063479423523,-0.0306261610239744","0.4115553796291351,0.5188273191452026,-0.0359368436038494","0.420652687549591,0.5332778096199036,-0.0379615165293216","0.4458306431770324,0.5108450055122375,-0.0089086815714836","0.4145684242248535,0.491293728351593,-0.020536471158266","0.4120582938194275,0.5171439051628113,-0.0229207891970872","0.4216412901878357,0.5267027020454407,-0.0222445130348205","0.4427990913391113,0.5087828040122986,-0.0001925137330545","0.4162864685058594,0.4924841523170471,-0.0107711842283606","0.4137236475944519,0.5136097073554993,-0.009705907665193","0.4225363135337829,0.5217819809913635,-0.0064935055561363","0.437682956457138,0.5097976922988892,0.0064115184359252","0.419335663318634,0.4973768591880798,-0.002275820588693","0.4177495539188385,0.5121588110923767,-0.0036132948007434","0.424993485212326,0.5217879414558411,-0.0017987912287935"
0.0,"0.4301377534866333,0.6079815626144409,-1.1108442521390317e-07","0.4147340059280395,0.5937336087226868,-0.0239585787057876","0.4089958369731903,0.5598404407501221,-0.0316042266786098","0.4048492312431335,0.5278413891792297,-0.0339089632034301","0.4001839756965637,0.5031983256340027,-0.0327675230801105","0.444153755903244,0.5184149742126465,-0.0195921938866376","0.4145612716674804,0.4912371337413788,-0.0288383662700653","0.4111951291561126,0.5185731053352356,-0.0331814251840114","0.4198307394981384,0.5340476632118225,-0.0346672907471656","0.4459458589553833,0.511515200138092,-0.0085322968661785","0.4146417379379272,0.4917584061622619,-0.0189737118780612","0.4118247330188751,0.5173983573913574,-0.0210618115961551","0.4208662509918213,0.5278325080871582,-0.0203344319015741","0.4428536891937256,0.5096529722213745,0.0003901319869328","0.4158495664596557,0.4936125576496124,-0.0092869661748409","0.4131932556629181,0.5148436427116394,-0.0084253195673227","0.4216798543930053,0.5240528583526611,-0.005504208151251","0.4375872313976288,0.5108680129051208,0.007325354963541","0.4188713133335113,0.4981920719146728,-0.0009874036768451","0.4170193076133728,0.5132143497467041,-0.0023294219281524","0.4238171279430389,0.52370685338974,-0.000550627883058"
0.0,"0.4297889471054077,0.6076385974884033,-1.0989884913215064e-07","0.4147788882255554,0.5933859348297119,-0.0247658975422382","0.4089955985546112,0.5601245164871216,-0.0328043475747108","0.4051675200462341,0.5286644697189331,-0.0353253670036792","0.400954395532608,0.5038787126541138,-0.0343447476625442","0.4442572891712188,0.5184166431427002,-0.0204946752637624","0.4143634736537933,0.4918485879898071,-0.0302867218852043","0.410794198513031,0.5194379091262817,-0.0349512360990047","0.4195474088191986,0.5348970293998718,-0.0365816801786422","0.4458110332489013,0.5116171836853027,-0.009096210822463","0.4141843020915985,0.4927137196063995,-0.0201943349093198","0.4113083779811859,0.5184754729270935,-0.022443676367402","0.4205255806446075,0.5290491580963135,-0.0217189099639654","0.4425595104694366,0.5097112655639648,6.671529990853742e-05","0.415442556142807,0.4943499267101288,-0.0102872652933001","0.4127618372440338,0.5155401229858398,-0.0095624513924121","0.4213182330131531,0.5247740149497986,-0.0065854061394929","0.4373356997966766,0.510841429233551,0.0071895560249686","0.4185381233692169,0.4990217983722687,-0.0016732631484046","0.4166204333305359,0.5140253305435181,-0.0032761481124907","0.4235075116157532,0.5242809057235718,-0.0015904013998806"
0.0,"0.4299701750278473,0.6078809499740601,-1.0018069218631355e-07","0.4149296581745147,0.5936688184738159,-0.0252546556293964","0.4091132283210754,0.5595211982727051,-0.0334274917840957","0.4053927361965179,0.5281069278717041,-0.0360048860311508","0.4015378654003143,0.503785252571106,-0.0350028574466705","0.4441328048706054,0.5181523561477661,-0.0202183425426483","0.4142822027206421,0.4922776818275451,-0.0301811322569847","0.4109235405921936,0.5200920701026917,-0.0350416749715805","0.4200762808322906,0.5346197485923767,-0.0367966443300247","0.445510983467102,0.5119078755378723,-0.0086058024317026","0.4143024981021881,0.4933027923107147,-0.019832607358694","0.4115385413169861,0.5188986659049988,-0.0221355687826871","0.4209772050380707,0.528533935546875,-0.0213926210999488","0.4421727061271667,0.5103052258491516,0.0006444265018217","0.4156891703605652,0.4952744543552398,-0.0097938757389783","0.413069486618042,0.5163325667381287,-0.0090232798829674","0.4219267070293426,0.5248128175735474,-0.005956367123872","0.4370000958442688,0.5114357471466064,0.0078007890842854","0.4187295436859131,0.4993665814399719,-0.0008720099576748","0.4169845879077911,0.5143433809280396,-0.0023303043562918","0.4241720139980316,0.5243625044822693,-0.0005551691865548"
0.0,"0.4302449822425842,0.6075279712677002,-1.1008533107315088e-07","0.4144108295440674,0.5925224423408508,-0.0242870040237903","0.4086203873157501,0.5578230023384094,-0.0321036539971828","0.4055453240871429,0.5267126560211182,-0.0344617255032062","0.4018784165382385,0.5036649107933044,-0.0333144217729568","0.4444570541381836,0.5187563300132751,-0.0202087424695491","0.4143977463245392,0.4925448894500732,-0.0298594795167446","0.4109347760677337,0.5203019380569458,-0.034424390643835","0.420030415058136,0.5351201295852661,-0.0360571853816509","0.4459574818611145,0.5121720433235168,-0.0090642469003796","0.4143623113632202,0.493867963552475,-0.019876254722476","0.411613792181015,0.5192126631736755,-0.0218655001372098","0.4212472438812256,0.5288207530975342,-0.0210880562663078","0.442826896905899,0.5103287100791931,-0.000132213186589","0.4159916341304779,0.4951167702674866,-0.0099672628566622","0.4132730364799499,0.5158385634422302,-0.0088509088382124","0.4221705794334411,0.5240892767906189,-0.0058306585997343","0.4379140436649322,0.5115301012992859,0.0067498749122023","0.419249951839447,0.4993081390857696,-0.001649219659157","0.4175289869308471,0.5141735076904297,-0.0029369399417191","0.4247808456420898,0.5237957835197449,-0.0011883169645443"
0.0,"0.4298352897167206,0.6069525480270386,-1.0153990359640377e-07","0.4142947196960449,0.5928539633750916,-0.0250568948686122","0.4085881412029266,0.5585829615592957,-0.0331236012279987","0.4052927494049072,0.5271331667900085,-0.0356003940105438","0.401647686958313,0.502863347530365,-0.0345016010105609","0.4441900253295898,0.5183307528495789,-0.0204577017575502","0.4141287803649902,0.4923360347747803,-0.0302291437983512","0.4107262790203094,0.5199610590934753,-0.0348502174019813","0.4198602139949798,0.5345333218574524,-0.0365089029073715","0.4459167718887329,0.511864185333252,-0.0089493747800588","0.414263904094696,0.4932512044906616,-0.0199724696576595","0.4115269780158996,0.5186318159103394,-0.022049082443118","0.4210614860057831,0.5282005071640015,-0.0212594475597143","0.4427973330020904,0.5101125240325928,0.0002342733350815","0.4158963561058044,0.4951347410678863,-0.00995391048491","0.4132218956947326,0.5160759687423706,-0.0090091871097683","0.4220641553401947,0.5243798494338989,-0.0059618819504976","0.4377882480621338,0.5111578106880188,0.0073210489936172","0.4191946685314178,0.4993932545185089,-0.0013068740954622","0.4173794090747833,0.5142275094985962,-0.0027966129127889","0.4244833290576935,0.5238784551620483,-0.0011144148884341"
0.0,"0.4300697147846222,0.6079460382461548,-1.0516781401292975e-07","0.4146090745925903,0.593564510345459,-0.0245377011597156","0.4085778594017029,0.5587263107299805,-0.0322927981615066","0.4050388932228088,0.5270101428031921,-0.0345887802541255","0.4013791978359222,0.5022972226142883,-0.0333454348146915","0.4437994360923767,0.5187883973121643,-0.0193640440702438","0.4140695631504059,0.4924962818622589,-0.0291851796209812","0.4107271730899811,0.5201918482780457,-0.0338759571313858","0.4198465943336487,0.5350814461708069,-0.0355017222464084","0.4457652568817138,0.5127801299095154,-0.0080273253843188","0.4142910540103912,0.4934958815574646,-0.0191039554774761","0.4115467071533203,0.5192590951919556,-0.0211648661643266","0.4209420680999756,0.5292695760726929,-0.0202245861291885","0.4428271651268005,0.5110495090484619,0.0009456690168008","0.4159307777881622,0.4962528347969055,-0.0093221925199031","0.4135747849941253,0.5175741314888,-0.0084663573652505","0.422375351190567,0.5262387990951538,-0.0053372378461062","0.4380851984024048,0.5119969844818115,0.0078662438318133","0.4193376004695892,0.5005258321762085,-0.0006829923368059","0.4174987971782684,0.5155901312828064,-0.0021889626514166","0.4245162308216095,0.5252990126609802,-0.0004474613815546"
0.0,"0.4305747151374817,0.6083847284317017,-1.1433031232854773e-07","0.4139982163906097,0.5935733318328857,-0.0241599697619676","0.4084630906581878,0.558236837387085,-0.0316356867551803","0.4057542681694031,0.5261611342430115,-0.0335940830409526","0.4020825624465942,0.5029814839363098,-0.0321246199309825","0.4440411925315857,0.518550455570221,-0.0198816489428281","0.4139922261238098,0.4926899671554565,-0.0292252339422702","0.4103203117847442,0.5195622444152832,-0.03359379991889","0.4190942943096161,0.535018801689148,-0.0350693985819816","0.4467765092849731,0.5123552083969116,-0.0086253266781568","0.4145708680152893,0.4942359924316406,-0.0189007706940174","0.4116697609424591,0.5195136666297913,-0.0206278059631586","0.4209624528884887,0.5299381017684937,-0.0197494719177484","0.4443666934967041,0.5110240578651428,0.000397255498683","0.4167034327983856,0.4963525533676147,-0.0091282688081264","0.4140590727329254,0.5167403221130371,-0.0081709437072277","0.4224082827568054,0.525963544845581,-0.005273709539324","0.4398562014102936,0.5127976536750793,0.0073628611862659","0.4204776287078857,0.5011113882064819,-0.0008645139168947","0.4182217121124267,0.5156305432319641,-0.0023780677001923","0.424491822719574,0.5258529782295227,-0.0007984637049958"
